sku_id,a1,a2,a3,cate,brand
102858,2,2,2,8,124
10288,3,1,-1,8,214
10290,2,2,2,8,623
102920,3,2,2,8,214
102922,3,-1,1,8,489
10294,1,1,2,8,800
102943,3,1,2,8,214
102954,1,1,1,8,800
102961,3,-1,2,8,489
10297,3,2,2,8,489
102979,3,1,2,8,489
102983,3,2,1,8,489
102988,3,1,2,8,489
102990,3,2,-1,8,214
102991,3,1,-1,8,489
102993,3,1,1,8,306
103000,3,2,2,8,214
103004,-1,-1,1,8,622
103014,1,2,1,8,800
103031,-1,1,-1,8,562
103032,3,2,2,8,571
103033,-1,1,1,8,801
103035,3,-1,2,8,214
103038,2,1,2,8,812
103041,3,1,1,8,489
103043,3,2,1,8,214
103047,3,2,2,8,214
10305,3,1,2,8,489
103050,1,2,2,8,658
103054,2,1,2,8,623
103059,1,2,2,8,658
103064,3,1,2,8,489
103070,3,-1,1,8,489
103074,3,1,1,8,214
103081,3,1,-1,8,489
103097,3,1,2,8,489
10312,3,1,2,8,489
103121,3,2,2,8,214
103127,3,-1,2,8,489
103132,1,2,2,8,545
103139,3,1,2,8,214
10314,-1,-1,2,8,263
103140,3,1,1,8,214
103145,3,1,2,8,489
103147,3,1,1,8,214
103151,2,1,2,8,623
10316,3,2,2,8,214
103165,3,1,2,8,214
103167,2,2,2,8,623
103168,3,2,2,8,489
103170,3,1,1,8,489
103175,3,-1,2,8,489
103197,1,1,1,8,658
10321,3,1,2,8,214
103213,3,1,-1,8,214
103215,3,1,1,8,214
103217,3,2,1,8,489
10322,3,1,1,8,214
103224,-1,1,1,8,562
103226,3,2,1,8,214
103234,3,1,2,8,214
103235,3,1,1,8,489
103239,3,1,2,8,489
103247,3,1,1,8,214
10325,1,1,2,8,885
103257,3,2,2,8,214
10326,-1,1,1,8,916
103272,-1,2,1,8,900
103277,1,2,1,8,693
103278,3,1,-1,8,489
103280,-1,-1,1,8,70
103283,3,1,2,8,214
103290,3,1,2,8,489
103291,3,1,2,8,489
103293,3,1,2,8,489
103313,3,-1,2,8,214
103351,-1,2,1,8,622
103355,1,1,2,8,885
10337,3,2,2,8,489
103375,3,2,-1,8,489
103378,3,1,1,8,489
10338,2,1,2,8,623
103381,3,1,2,8,306
103386,3,1,1,8,214
10339,-1,1,1,8,321
103404,3,1,2,8,214
103419,1,2,2,8,545
10343,1,1,-1,8,545
103433,2,1,2,8,124
103436,2,1,2,8,623
103440,3,2,2,8,214
103459,1,1,2,8,800
10347,3,1,2,8,489
103477,2,1,2,8,804
103481,3,2,1,8,489
103482,3,1,2,8,214
103491,3,-1,1,8,214
103493,-1,1,2,8,159
103518,3,1,1,8,489
103537,3,2,1,8,489
103548,3,-1,-1,8,214
103554,3,1,2,8,489
103556,1,1,-1,8,403
103567,3,-1,-1,8,489
103568,1,1,2,8,30
103572,2,-1,-1,8,623
103577,3,1,-1,8,214
103578,3,1,-1,8,306
103579,2,2,-1,8,124
103588,1,1,1,8,677
103589,2,1,2,8,655
103612,3,2,2,8,489
103621,3,1,1,8,214
103622,1,1,-1,8,545
10363,3,1,1,8,489
103630,3,1,2,8,214
103634,3,1,2,8,489
103636,-1,-1,-1,8,916
103642,3,1,1,8,571
103652,1,-1,2,8,658
103655,3,2,2,8,489
103671,3,2,2,8,306
103679,3,1,1,8,489
103680,1,1,-1,8,885
103683,3,-1,-1,8,214
10369,2,-1,-1,8,623
103693,1,1,2,8,403
103694,3,1,2,8,489
103696,3,1,2,8,489
103698,3,2,2,8,489
103701,2,-1,-1,8,623
103710,1,1,1,8,693
103715,3,2,1,8,489
103720,1,1,1,8,30
103758,1,2,2,8,800
10376,3,-1,-1,8,214
103760,2,2,2,8,623
103781,2,2,2,8,635
103788,3,1,2,8,214
1038,3,2,-1,8,214
103801,3,1,1,8,489
10381,3,1,-1,8,489
103819,3,1,2,8,489
103820,1,-1,1,8,800
103823,3,-1,1,8,489
103832,-1,1,-1,8,244
103833,-1,1,2,8,766
103835,3,-1,2,8,489
103842,2,-1,1,8,124
103843,3,-1,2,8,489
103846,3,1,2,8,214
103847,3,2,2,8,214
103851,3,1,2,8,489
103872,1,1,2,8,693
103873,3,1,2,8,489
103881,1,1,1,8,596
103887,3,1,1,8,214
103890,3,2,2,8,214
103920,3,-1,1,8,489
103926,3,-1,2,8,489
103939,3,1,-1,8,214
103942,-1,-1,-1,8,605
103945,3,1,2,8,489
10395,3,1,1,8,489
103952,3,1,2,8,489
103955,-1,2,1,8,916
10396,3,1,1,8,489
103960,2,1,2,8,623
103963,3,1,2,8,214
103988,2,-1,-1,8,124
103990,1,1,1,8,30
103998,3,1,2,8,489
104000,2,-1,-1,8,812
104001,1,2,1,8,403
104002,3,1,1,8,214
104009,3,1,2,8,489
104010,3,1,2,8,489
104012,2,1,2,8,655
104031,3,2,1,8,489
104032,1,1,1,8,885
104048,2,2,1,8,124
104049,1,2,2,8,403
104051,1,1,-1,8,545
104063,2,2,2,8,804
104069,3,1,2,8,571
104092,2,2,2,8,623
104097,3,1,1,8,214
10410,3,2,1,8,489
104101,1,1,2,8,403
104103,2,-1,-1,8,124
104104,1,1,2,8,403
104106,3,-1,-1,8,214
104110,1,1,1,8,545
104119,3,1,2,8,489
104127,3,1,2,8,489
104128,3,2,-1,8,214
104138,3,1,2,8,489
104143,3,-1,-1,8,489
104147,1,2,1,8,545
104160,2,1,2,8,812
104186,3,2,2,8,489
104189,3,1,2,8,489
104192,-1,2,1,8,484
104201,-1,-1,-1,8,321
104203,2,1,2,8,812
104224,1,1,2,8,545
104227,2,1,2,8,812
104229,3,1,2,8,489
10423,1,1,1,8,658
104239,3,1,2,8,489
104240,1,1,2,8,658
104267,3,1,2,8,214
104271,3,1,1,8,214
104272,1,2,2,8,545
104275,3,1,1,8,214
104280,3,-1,2,8,489
104287,3,1,2,8,214
104307,1,-1,1,8,658
104308,2,2,-1,8,812
104310,3,1,2,8,306
104311,3,-1,1,8,489
104315,3,1,2,8,306
10433,2,1,2,8,101
104336,2,1,1,8,812
104356,3,2,2,8,489
104363,-1,2,1,8,88
10437,-1,2,1,8,605
104378,1,1,2,8,658
104380,3,2,2,8,571
104387,3,2,-1,8,214
104394,3,2,2,8,489
104397,1,2,2,8,658
10440,1,-1,2,8,545
104400,2,2,2,8,101
10441,1,2,1,8,800
104413,3,1,1,8,306
104414,1,-1,-1,8,403
104415,1,2,1,8,545
104416,2,1,2,8,812
104429,3,2,2,8,214
10444,3,-1,2,8,489
104441,3,1,1,8,214
104444,1,1,2,8,545
104449,1,1,2,8,800
104450,2,1,1,8,124
104451,3,2,2,8,489
104468,1,2,2,8,800
104474,1,-1,1,8,800
104477,3,-1,-1,8,489
104490,3,1,2,8,489
104493,1,2,1,8,545
104501,3,1,1,8,214
104506,3,-1,2,8,214
104511,3,2,-1,8,489
104515,3,2,1,8,489
104518,1,1,1,8,403
104521,2,1,2,8,623
104522,1,-1,-1,8,545
104523,-1,1,2,8,766
104537,1,1,2,8,545
104538,3,2,1,8,489
104550,1,-1,1,8,800
104552,3,2,2,8,489
10456,3,1,-1,8,489
104560,2,1,2,8,623
104563,2,2,2,8,623
104569,3,1,2,8,306
104573,1,1,-1,8,800
104592,1,1,2,8,800
104605,1,1,2,8,545
104606,1,1,2,8,800
104611,3,1,2,8,489
104616,1,1,1,8,693
104623,1,2,1,8,14
10463,3,2,2,8,489
104630,3,1,2,8,214
104642,3,1,-1,8,214
10465,3,2,-1,8,489
104666,2,1,2,8,124
10467,2,-1,-1,8,623
104672,2,-1,-1,8,623
104674,2,1,2,8,124
10470,3,-1,1,8,214
104716,3,1,2,8,214
104719,3,2,2,8,489
104730,1,1,1,8,693
104733,2,2,2,8,623
104738,1,-1,-1,8,30
104739,1,-1,2,8,885
104748,1,2,1,8,545
104763,2,1,2,8,124
104770,3,2,2,8,214
104772,2,1,2,8,124
104782,3,2,1,8,214
104788,1,2,1,8,885
104790,3,2,1,8,214
104808,2,1,2,8,655
104813,1,1,1,8,545
104814,3,1,2,8,214
104833,3,2,2,8,214
104834,3,-1,2,8,489
104850,2,1,2,8,76
104852,3,1,1,8,489
104858,1,2,1,8,800
104864,3,1,2,8,489
104866,3,-1,-1,8,214
104877,3,1,1,8,489
104879,3,1,-1,8,489
10488,3,1,1,8,214
104893,3,1,-1,8,214
104903,3,1,2,8,489
104915,-1,-1,1,8,70
104921,1,2,2,8,885
104941,1,1,2,8,30
104945,3,1,2,8,214
104955,3,-1,2,8,214
104957,2,1,2,8,804
104958,1,1,1,8,30
104964,3,1,-1,8,214
104969,3,2,2,8,214
104998,2,1,2,8,812
1050,3,1,1,8,306
10500,3,1,-1,8,489
105000,3,1,2,8,214
105004,3,1,-1,8,214
105009,3,-1,1,8,489
10501,3,1,2,8,489
105023,3,2,2,8,214
10504,3,1,2,8,214
105048,-1,1,2,8,562
105052,2,1,2,8,812
105054,-1,2,-1,8,244
10506,1,1,1,8,30
105064,3,1,2,8,214
105072,3,1,2,8,489
105075,3,2,1,8,214
105080,3,1,2,8,489
105083,2,-1,-1,8,623
105087,-1,-1,-1,8,665
10509,1,1,1,8,693
105090,1,1,2,8,885
105093,3,1,2,8,214
105094,1,2,1,8,14
105095,-1,2,-1,8,244
1051,3,1,2,8,214
105100,3,1,2,8,214
105101,-1,1,1,8,766
105109,1,-1,-1,8,800
105119,2,-1,-1,8,623
10512,3,2,2,8,489
105123,3,1,1,8,214
105129,1,1,2,8,885
105144,3,1,2,8,489
105149,3,2,2,8,489
105152,2,1,2,8,635
105154,3,-1,1,8,214
105163,1,1,1,8,30
105166,3,1,2,8,214
105167,1,2,2,8,545
105175,3,1,2,8,489
105178,1,-1,1,8,403
105193,3,-1,2,8,214
105196,3,2,1,8,214
105202,1,1,2,8,545
105209,3,2,-1,8,214
105211,3,1,2,8,489
105219,3,-1,1,8,214
105222,3,2,2,8,214
105225,3,2,2,8,489
105244,3,2,2,8,214
105248,2,1,1,8,812
105252,3,2,1,8,214
105254,3,2,2,8,489
10526,3,1,1,8,489
105271,2,1,2,8,623
105275,3,-1,2,8,489
105279,3,1,2,8,214
105286,2,1,1,8,674
105296,3,2,-1,8,214
105301,3,-1,-1,8,306
105313,1,1,1,8,545
105314,3,1,1,8,214
105318,-1,-1,1,8,801
10532,3,-1,-1,8,214
105336,2,2,-1,8,812
105338,1,1,2,8,427
105340,3,2,2,8,214
105344,3,2,2,8,214
105347,3,1,1,8,489
105355,3,1,1,8,489
105358,1,2,2,8,30
105368,1,1,-1,8,885
105380,2,1,2,8,812
105386,3,2,1,8,214
105387,1,1,1,8,30
105388,-1,-1,-1,8,116
105394,3,1,-1,8,214
105396,-1,-1,2,8,200
105397,3,1,2,8,489
105398,3,1,1,8,306
10542,3,1,2,8,489
105421,-1,1,2,8,174
105423,3,2,1,8,489
105424,3,2,1,8,489
105443,1,1,-1,8,658
105447,2,1,2,8,623
105450,3,1,1,8,489
105452,1,-1,-1,8,658
105455,-1,2,1,8,673
105467,3,-1,1,8,489
105471,3,1,1,8,489
105529,1,1,1,8,658
105536,3,1,2,8,489
105539,3,1,2,8,214
105545,1,-1,2,8,403
105550,2,1,-1,8,124
105556,1,2,1,8,545
105557,2,1,2,8,124
105558,1,2,-1,8,403
105559,3,1,2,8,214
10556,-1,1,1,8,25
105580,3,2,1,8,489
105586,3,1,2,8,571
105587,2,2,2,8,623
105601,3,2,2,8,214
105605,2,1,2,8,812
105609,3,1,2,8,489
105614,3,2,2,8,489
105617,3,1,2,8,489
105620,1,-1,2,8,677
105625,3,1,1,8,306
105629,3,-1,-1,8,214
105635,3,1,1,8,489
105658,1,-1,1,8,658
105663,3,-1,2,8,306
105667,2,1,2,8,623
105671,3,-1,-1,8,489
105677,3,1,-1,8,489
105678,3,1,1,8,489
105688,3,-1,-1,8,306
10569,3,1,1,8,214
105697,3,1,2,8,214
105702,1,1,2,8,800
105711,3,1,-1,8,214
10572,1,2,-1,8,545
105728,3,1,2,8,489
105730,3,1,2,8,489
105739,-1,-1,1,8,766
105744,3,2,1,8,489
105753,2,-1,-1,8,623
105756,1,2,2,8,545
105761,3,1,1,8,306
105762,1,2,1,8,14
105775,3,1,2,8,489
105781,3,1,1,8,214
105789,3,-1,-1,8,214
105793,3,1,2,8,489
105799,3,1,1,8,214
1058,1,1,1,8,375
10581,1,1,2,8,427
10582,2,1,2,8,124
105825,3,1,1,8,214
105835,1,1,2,8,885
10587,3,1,2,8,489
105877,2,1,2,8,623
105878,-1,1,1,8,324
10588,3,1,2,8,489
105880,3,1,2,8,489
105895,1,2,1,8,800
105901,3,1,2,8,214
105905,1,1,2,8,403
10592,3,1,2,8,214
105922,2,2,2,8,623
105925,1,1,2,8,800
105927,-1,-1,1,8,318
105929,2,2,2,8,812
105930,3,1,2,8,489
105931,3,1,2,8,489
105934,-1,2,1,8,318
105935,3,2,1,8,214
105936,-1,1,2,8,561
105948,2,1,-1,8,124
105955,3,2,2,8,214
105961,3,2,2,8,489
105975,3,2,2,8,214
105979,-1,-1,1,8,90
10599,1,1,1,8,30
105996,1,2,1,8,800
106004,3,1,1,8,489
106010,1,1,1,8,693
106014,-1,1,1,8,766
106016,1,1,1,8,658
106017,2,1,2,8,812
106019,3,1,2,8,489
106022,3,2,2,8,489
106025,1,1,-1,8,658
106037,3,1,2,8,214
10604,1,1,2,8,403
106054,2,1,2,8,124
10606,2,1,1,8,812
106077,3,2,2,8,489
106084,3,2,2,8,489
106086,-1,1,1,8,766
106087,-1,-1,1,8,622
106088,3,1,2,8,214
106099,1,1,2,8,403
106103,3,2,2,8,214
106110,3,1,1,8,214
106115,3,1,1,8,489
10612,3,-1,1,8,489
106134,3,1,2,8,214
106144,3,1,1,8,489
106152,1,1,2,8,403
106153,2,-1,-1,8,623
106155,3,2,-1,8,214
10616,3,1,1,8,489
106164,1,1,1,8,885
106167,3,2,2,8,214
106175,3,1,2,8,489
10618,3,1,1,8,214
106192,-1,-1,1,8,70
106194,-1,-1,1,8,622
106197,-1,2,1,8,605
106213,-1,1,1,8,556
106214,3,2,-1,8,214
106232,2,2,2,8,635
106238,1,1,-1,8,545
106246,3,-1,2,8,489
106250,3,1,2,8,489
106252,2,2,1,8,812
106256,3,-1,1,8,489
10626,1,-1,-1,8,800
106261,1,1,1,8,693
106276,3,2,1,8,489
106290,3,1,2,8,214
106292,-1,-1,-1,8,200
106304,3,1,1,8,489
106311,3,1,2,8,214
106312,3,1,2,8,489
106313,1,1,2,8,800
106316,2,2,2,8,623
106317,2,1,2,8,623
10632,1,2,2,8,800
106323,3,2,-1,8,214
106325,-1,-1,1,8,622
106329,3,1,-1,8,489
106350,2,-1,-1,8,623
106352,3,1,2,8,489
106362,1,1,1,8,658
106370,3,1,2,8,214
106377,3,1,2,8,489
106378,3,1,1,8,306
106379,2,2,2,8,623
106390,3,1,1,8,489
106404,3,1,1,8,214
106423,1,1,1,8,30
106424,3,-1,1,8,489
10643,3,2,-1,8,489
106432,3,1,1,8,214
106448,1,1,2,8,545
106454,3,2,2,8,489
10646,2,2,2,8,655
106468,3,1,1,8,214
106477,1,1,1,8,545
10650,-1,2,-1,8,801
106500,2,1,2,8,812
106502,2,1,2,8,124
106505,3,-1,-1,8,214
106514,3,2,1,8,214
10652,3,1,2,8,214
106520,2,2,2,8,623
106522,3,1,2,8,214
106525,3,1,2,8,489
106527,2,1,2,8,124
106531,1,-1,-1,8,545
10654,3,1,-1,8,214
106540,3,-1,1,8,214
106542,3,1,1,8,214
106547,3,2,2,8,489
106554,3,2,1,8,489
106562,2,2,1,8,812
106563,3,2,2,8,489
106570,3,1,2,8,489
106585,3,1,2,8,214
106587,2,1,2,8,655
106588,3,1,1,8,214
10659,1,1,1,8,30
106596,2,2,1,8,674
106609,-1,1,1,8,766
106611,1,1,1,8,800
