user_id,age,sex,user_lv_cd,browse_num,addcart_num,delcart_num,buy_num,favor_num,click_num,buy_addcart_ratio,buy_browse_ratio,buy_click_ratio,buy_favor_ratio
200085,4.0,2.0,3,412.0,8.0,3.0,1.0,0.0,695.0,0.125,0.0024271844660194173,0.0014388489208633096,1.0
200089,2.0,2.0,3,320.0,6.0,1.0,3.0,0.0,389.0,0.5,0.009375,0.007712082262210797,1.0
200091,-1.0,2.0,4,324.0,38.0,32.0,1.0,0.0,642.0,0.02631578947368421,0.00308641975308642,0.001557632398753894,1.0
200092,3.0,2.0,5,308.0,67.0,102.0,21.0,0.0,601.0,0.31343283582089554,0.06818181818181818,0.03494176372712146,1.0
200093,2.0,2.0,5,99.0,2.0,1.0,1.0,0.0,166.0,0.5,0.010101010101010102,0.006024096385542169,1.0
200097,-1.0,2.0,5,83.0,15.0,0.0,4.0,0.0,154.0,0.26666666666666666,0.04819277108433735,0.025974025974025976,1.0
200098,3.0,2.0,3,370.0,20.0,8.0,1.0,7.0,451.0,0.05,0.0027027027027027033,0.0022172949002217295,0.14285714285714285
200100,4.0,1.0,3,246.0,2.0,4.0,1.0,9.0,268.0,0.5,0.0040650406504065045,0.00373134328358209,0.1111111111111111
200106,3.0,0.0,2,55.0,6.0,2.0,2.0,0.0,97.0,0.3333333333333333,0.03636363636363636,0.020618556701030927,1.0
200113,4.0,2.0,3,1000.0,8.0,4.0,2.0,3.0,1170.0,0.25,0.002,0.0017094017094017096,0.6666666666666666
200116,4.0,2.0,3,29.0,2.0,1.0,1.0,0.0,46.0,0.5,0.03448275862068965,0.021739130434782608,1.0
200120,4.0,2.0,5,374.0,27.0,17.0,3.0,3.0,408.0,0.1111111111111111,0.008021390374331552,0.007352941176470587,1.0
200122,4.0,2.0,4,144.0,5.0,1.0,1.0,1.0,180.0,0.2,0.006944444444444444,0.005555555555555557,1.0
200127,3.0,2.0,3,1332.0,30.0,26.0,1.0,0.0,1942.0,0.03333333333333333,0.0007507507507507507,0.0005149330587023687,1.0
200130,3.0,0.0,5,368.0,50.0,5.0,6.0,0.0,582.0,0.12,0.016304347826086956,0.010309278350515464,1.0
200131,4.0,2.0,3,351.0,10.0,0.0,1.0,1.0,468.0,0.1,0.0028490028490028487,0.002136752136752137,1.0
200139,4.0,2.0,3,346.0,6.0,1.0,1.0,1.0,410.0,0.16666666666666666,0.0028901734104046237,0.0024390243902439024,1.0
200141,3.0,0.0,4,182.0,4.0,0.0,1.0,8.0,400.0,0.25,0.005494505494505495,0.0025,0.125
200143,5.0,0.0,5,128.0,2.0,1.0,1.0,0.0,278.0,0.5,0.0078125,0.0035971223021582736,1.0
200144,3.0,2.0,4,446.0,4.0,4.0,1.0,0.0,656.0,0.25,0.002242152466367713,0.001524390243902439,1.0
200145,2.0,2.0,3,64.0,1.0,0.0,1.0,0.0,97.0,1.0,0.015625,0.010309278350515464,1.0
200146,4.0,0.0,3,98.0,8.0,5.0,3.0,0.0,125.0,0.375,0.030612244897959183,0.024,1.0
200147,3.0,2.0,5,192.0,6.0,2.0,2.0,0.0,237.0,0.3333333333333333,0.010416666666666666,0.008438818565400843,1.0
200154,3.0,2.0,3,188.0,3.0,0.0,1.0,0.0,272.0,0.3333333333333333,0.0053191489361702135,0.0036764705882352936,1.0
200155,4.0,2.0,3,208.0,30.0,13.0,1.0,0.0,325.0,0.03333333333333333,0.004807692307692308,0.003076923076923077,1.0
200156,3.0,2.0,5,172.0,13.0,12.0,1.0,3.0,328.0,0.07692307692307693,0.005813953488372093,0.003048780487804878,0.3333333333333333
200165,2.0,1.0,3,258.0,1.0,0.0,1.0,0.0,281.0,1.0,0.0038759689922480615,0.0035587188612099642,1.0
200185,-1.0,2.0,2,234.0,5.0,4.0,1.0,0.0,270.0,0.2,0.004273504273504274,0.003703703703703704,1.0
200186,3.0,1.0,4,60.0,5.0,5.0,2.0,0.0,150.0,0.4,0.03333333333333333,0.013333333333333334,1.0
200190,4.0,2.0,3,201.0,28.0,0.0,1.0,0.0,306.0,0.03571428571428571,0.0049751243781094535,0.0032679738562091504,1.0
200213,2.0,2.0,5,215.0,33.0,2.0,26.0,0.0,293.0,0.7878787878787878,0.12093023255813952,0.08873720136518773,1.0
200214,4.0,2.0,3,36.0,3.0,1.0,1.0,2.0,53.0,0.3333333333333333,0.027777777777777776,0.018867924528301886,0.5
200222,3.0,2.0,4,867.0,21.0,7.0,1.0,6.0,944.0,0.047619047619047616,0.0011534025374855825,0.001059322033898305,0.16666666666666666
200223,3.0,2.0,4,684.0,10.0,1.0,2.0,0.0,905.0,0.2,0.0029239766081871343,0.002209944751381216,1.0
200228,3.0,1.0,4,94.0,2.0,0.0,1.0,0.0,292.0,0.5,0.010638297872340424,0.003424657534246575,1.0
200230,4.0,2.0,4,60.0,1.0,0.0,1.0,0.0,108.0,1.0,0.016666666666666666,0.009259259259259259,1.0
200234,3.0,0.0,3,97.0,2.0,1.0,1.0,0.0,118.0,0.5,0.010309278350515464,0.00847457627118644,1.0
200238,4.0,2.0,4,240.0,8.0,2.0,3.0,0.0,367.0,0.375,0.0125,0.008174386920980926,1.0
200240,3.0,2.0,4,527.0,3.0,2.0,1.0,0.0,664.0,0.3333333333333333,0.00189753320683112,0.0015060240963855422,1.0
200242,5.0,0.0,5,994.0,22.0,9.0,2.0,0.0,1713.0,0.09090909090909093,0.002012072434607646,0.0011675423234092234,1.0
200246,3.0,0.0,3,87.0,8.0,6.0,1.0,0.0,138.0,0.125,0.011494252873563218,0.007246376811594203,1.0
200251,4.0,0.0,3,227.0,10.0,3.0,1.0,0.0,292.0,0.1,0.004405286343612335,0.003424657534246575,1.0
200252,-1.0,1.0,5,120.0,4.0,3.0,1.0,3.0,154.0,0.25,0.008333333333333333,0.006493506493506494,0.3333333333333333
200254,4.0,2.0,5,690.0,14.0,0.0,1.0,1.0,1058.0,0.07142857142857142,0.0014492753623188404,0.000945179584120983,1.0
200257,3.0,1.0,4,647.0,24.0,15.0,1.0,1.0,977.0,0.04166666666666666,0.0015455950540958269,0.001023541453428864,1.0
200258,2.0,0.0,4,149.0,46.0,10.0,10.0,0.0,0.0,0.21739130434782608,0.06711409395973154,1.0,1.0
200266,6.0,2.0,5,482.0,15.0,9.0,3.0,0.0,1001.0,0.2,0.006224066390041493,0.002997002997002997,1.0
200268,3.0,1.0,4,515.0,32.0,20.0,5.0,0.0,949.0,0.15625,0.009708737864077669,0.005268703898840885,1.0
200276,4.0,2.0,2,750.0,33.0,27.0,1.0,3.0,1106.0,0.030303030303030307,0.0013333333333333333,0.0009041591320072332,0.3333333333333333
200279,2.0,1.0,3,1118.0,3.0,2.0,1.0,0.0,1600.0,0.3333333333333333,0.0008944543828264757,0.000625,1.0
200283,2.0,2.0,4,230.0,4.0,1.0,1.0,1.0,342.0,0.25,0.004347826086956522,0.0029239766081871343,1.0
200285,4.0,1.0,3,152.0,9.0,6.0,6.0,0.0,211.0,0.6666666666666666,0.03947368421052632,0.02843601895734597,1.0
200287,3.0,2.0,4,578.0,23.0,5.0,1.0,2.0,1137.0,0.043478260869565216,0.0017301038062283738,0.0008795074758135446,0.5
200289,4.0,2.0,4,450.0,15.0,7.0,4.0,0.0,723.0,0.26666666666666666,0.008888888888888889,0.0055325034578146606,1.0
200295,3.0,2.0,5,123.0,11.0,2.0,4.0,0.0,368.0,0.3636363636363637,0.032520325203252036,0.010869565217391304,1.0
200298,-1.0,2.0,3,118.0,1.0,0.0,2.0,1.0,286.0,1.0,0.01694915254237288,0.006993006993006993,1.0
200299,4.0,0.0,5,279.0,4.0,0.0,1.0,0.0,551.0,0.25,0.003584229390681004,0.0018148820326678765,1.0
200300,4.0,2.0,3,166.0,11.0,4.0,1.0,1.0,213.0,0.09090909090909093,0.006024096385542169,0.004694835680751174,1.0
200303,4.0,2.0,3,62.0,2.0,0.0,1.0,0.0,75.0,0.5,0.016129032258064516,0.013333333333333334,1.0
200304,-1.0,2.0,3,17.0,2.0,2.0,1.0,0.0,27.0,0.5,0.05882352941176471,0.037037037037037035,1.0
200320,4.0,0.0,5,236.0,6.0,1.0,1.0,0.0,422.0,0.16666666666666666,0.00423728813559322,0.0023696682464454982,1.0
200325,-1.0,0.0,3,43.0,3.0,0.0,4.0,0.0,76.0,1.0,0.09302325581395347,0.05263157894736842,1.0
200328,3.0,2.0,4,502.0,13.0,3.0,1.0,1.0,770.0,0.07692307692307693,0.00199203187250996,0.001298701298701299,1.0
200333,4.0,2.0,4,22.0,3.0,0.0,1.0,0.0,19.0,0.3333333333333333,0.045454545454545456,0.05263157894736842,1.0
200337,4.0,2.0,4,150.0,23.0,2.0,1.0,0.0,0.0,0.043478260869565216,0.006666666666666667,1.0,1.0
200339,3.0,2.0,4,235.0,6.0,3.0,2.0,2.0,267.0,0.3333333333333333,0.00851063829787234,0.00749063670411985,1.0
200343,3.0,0.0,3,202.0,4.0,3.0,1.0,0.0,193.0,0.25,0.0049504950495049506,0.0051813471502590676,1.0
200345,4.0,0.0,5,59.0,10.0,0.0,1.0,0.0,102.0,0.1,0.01694915254237288,0.00980392156862745,1.0
200348,5.0,2.0,2,92.0,14.0,6.0,1.0,0.0,291.0,0.07142857142857142,0.010869565217391304,0.003436426116838488,1.0
200352,3.0,0.0,5,314.0,17.0,12.0,2.0,0.0,412.0,0.1176470588235294,0.006369426751592357,0.0048543689320388345,1.0
200359,2.0,2.0,2,60.0,2.0,0.0,1.0,0.0,143.0,0.5,0.016666666666666666,0.006993006993006993,1.0
200360,3.0,2.0,5,547.0,15.0,9.0,2.0,0.0,805.0,0.13333333333333333,0.003656307129798903,0.002484472049689441,1.0
200362,3.0,0.0,5,382.0,14.0,13.0,2.0,1.0,424.0,0.14285714285714285,0.005235602094240838,0.0047169811320754715,1.0
200369,4.0,0.0,4,50.0,2.0,0.0,2.0,0.0,46.0,1.0,0.04,0.043478260869565216,1.0
200374,3.0,2.0,4,200.0,7.0,3.0,2.0,0.0,204.0,0.2857142857142857,0.01,0.00980392156862745,1.0
200382,4.0,2.0,4,174.0,51.0,4.0,2.0,0.0,0.0,0.0392156862745098,0.011494252873563218,1.0,1.0
200383,4.0,2.0,4,270.0,20.0,10.0,4.0,7.0,293.0,0.2,0.014814814814814815,0.013651877133105802,0.5714285714285714
200390,3.0,2.0,5,2746.0,49.0,35.0,3.0,4.0,4745.0,0.061224489795918366,0.0010924981791697011,0.0006322444678609063,0.75
200391,3.0,2.0,2,35.0,7.0,6.0,3.0,0.0,92.0,0.42857142857142855,0.08571428571428573,0.03260869565217391,1.0
200394,4.0,2.0,4,215.0,19.0,14.0,1.0,0.0,308.0,0.05263157894736842,0.004651162790697674,0.003246753246753247,1.0
200395,3.0,0.0,5,421.0,21.0,1.0,2.0,0.0,517.0,0.09523809523809523,0.004750593824228029,0.0038684719535783366,1.0
200398,4.0,0.0,4,430.0,49.0,18.0,1.0,0.0,747.0,0.020408163265306117,0.002325581395348837,0.0013386880856760374,1.0
200399,3.0,1.0,4,418.0,18.0,5.0,4.0,1.0,515.0,0.2222222222222222,0.009569377990430622,0.007766990291262136,1.0
200404,4.0,2.0,2,98.0,0.0,0.0,1.0,0.0,104.0,1.0,0.010204081632653059,0.009615384615384616,1.0
200407,3.0,1.0,5,279.0,13.0,5.0,1.0,7.0,455.0,0.07692307692307693,0.003584229390681004,0.0021978021978021982,0.14285714285714285
200417,-1.0,0.0,5,134.0,7.0,3.0,2.0,0.0,171.0,0.2857142857142857,0.01492537313432836,0.011695906432748536,1.0
200419,3.0,2.0,3,365.0,6.0,2.0,1.0,5.0,612.0,0.16666666666666666,0.0027397260273972607,0.0016339869281045752,0.2
200422,-1.0,2.0,5,72.0,4.0,0.0,2.0,0.0,111.0,0.5,0.027777777777777776,0.018018018018018014,1.0
200423,3.0,0.0,5,56.0,2.0,5.0,1.0,0.0,94.0,0.5,0.017857142857142856,0.010638297872340424,1.0
200425,2.0,2.0,4,134.0,6.0,7.0,2.0,0.0,210.0,0.3333333333333333,0.01492537313432836,0.009523809523809523,1.0
200429,3.0,0.0,4,308.0,12.0,13.0,1.0,0.0,834.0,0.08333333333333333,0.003246753246753247,0.001199040767386091,1.0
200430,4.0,2.0,2,47.0,1.0,0.0,1.0,1.0,177.0,1.0,0.02127659574468085,0.005649717514124294,1.0
200431,3.0,0.0,5,1502.0,27.0,15.0,5.0,15.0,2301.0,0.1851851851851852,0.003328894806924101,0.0021729682746631893,0.3333333333333333
200444,4.0,2.0,2,88.0,1.0,0.0,1.0,0.0,120.0,1.0,0.011363636363636364,0.008333333333333333,1.0
200445,4.0,2.0,3,120.0,4.0,0.0,1.0,1.0,210.0,0.25,0.008333333333333333,0.0047619047619047615,1.0
200452,3.0,0.0,5,150.0,2.0,2.0,1.0,0.0,244.0,0.5,0.006666666666666667,0.004098360655737704,1.0
200453,4.0,2.0,4,66.0,0.0,0.0,1.0,0.0,58.0,1.0,0.015151515151515154,0.017241379310344827,1.0
200455,3.0,0.0,5,84.0,1.0,0.0,1.0,0.0,160.0,1.0,0.011904761904761904,0.00625,1.0
200466,3.0,2.0,4,105.0,3.0,2.0,2.0,0.0,135.0,0.6666666666666666,0.01904761904761905,0.014814814814814815,1.0
200467,3.0,2.0,4,386.0,16.0,3.0,2.0,1.0,524.0,0.125,0.0051813471502590676,0.0038167938931297713,1.0
200469,4.0,1.0,3,176.0,1.0,0.0,1.0,0.0,195.0,1.0,0.005681818181818182,0.005128205128205128,1.0
200471,3.0,0.0,5,768.0,24.0,7.0,2.0,2.0,2018.0,0.08333333333333333,0.0026041666666666665,0.0009910802775024775,1.0
200478,-1.0,2.0,3,49.0,0.0,2.0,1.0,0.0,100.0,1.0,0.020408163265306117,0.01,1.0
200480,3.0,0.0,5,258.0,5.0,3.0,1.0,0.0,441.0,0.2,0.0038759689922480615,0.002267573696145125,1.0
200481,4.0,2.0,3,50.0,3.0,0.0,1.0,0.0,112.0,0.3333333333333333,0.02,0.008928571428571428,1.0
200482,3.0,2.0,4,111.0,8.0,1.0,1.0,0.0,199.0,0.125,0.009009009009009007,0.005025125628140704,1.0
200488,-1.0,2.0,5,19.0,4.0,3.0,1.0,0.0,41.0,0.25,0.05263157894736842,0.024390243902439025,1.0
200492,4.0,0.0,4,327.0,0.0,0.0,1.0,0.0,701.0,1.0,0.003058103975535168,0.0014265335235378034,1.0
200496,4.0,0.0,5,894.0,31.0,22.0,1.0,0.0,1034.0,0.03225806451612903,0.0011185682326621924,0.000967117988394584,1.0
200507,4.0,2.0,2,244.0,4.0,3.0,1.0,0.0,266.0,0.25,0.004098360655737704,0.003759398496240601,1.0
200512,3.0,2.0,3,96.0,8.0,5.0,1.0,1.0,233.0,0.125,0.010416666666666666,0.004291845493562232,1.0
200514,3.0,2.0,3,14.0,2.0,0.0,1.0,4.0,25.0,0.5,0.07142857142857142,0.04,0.25
200515,4.0,2.0,4,257.0,26.0,0.0,3.0,3.0,319.0,0.1153846153846154,0.011673151750972765,0.009404388714733545,1.0
200519,3.0,2.0,5,141.0,2.0,2.0,1.0,0.0,213.0,0.5,0.007092198581560284,0.004694835680751174,1.0
200543,5.0,2.0,5,80.0,4.0,0.0,2.0,0.0,105.0,0.5,0.025,0.01904761904761905,1.0
200544,2.0,1.0,4,300.0,8.0,3.0,2.0,0.0,412.0,0.25,0.006666666666666667,0.0048543689320388345,1.0
200553,3.0,2.0,4,40.0,2.0,0.0,1.0,0.0,41.0,0.5,0.025,0.024390243902439025,1.0
200568,3.0,2.0,4,192.0,7.0,0.0,1.0,0.0,329.0,0.14285714285714285,0.005208333333333333,0.00303951367781155,1.0
200574,3.0,0.0,5,448.0,18.0,10.0,3.0,1.0,891.0,0.16666666666666666,0.006696428571428571,0.0033670033670033673,1.0
200575,3.0,0.0,5,30.0,4.0,0.0,1.0,0.0,59.0,0.25,0.03333333333333333,0.01694915254237288,1.0
200583,4.0,2.0,3,54.0,4.0,0.0,1.0,0.0,62.0,0.25,0.018518518518518517,0.016129032258064516,1.0
200588,4.0,2.0,4,36.0,0.0,0.0,2.0,0.0,77.0,1.0,0.05555555555555555,0.025974025974025976,1.0
200592,4.0,2.0,4,47.0,32.0,20.0,1.0,0.0,44.0,0.03125,0.02127659574468085,0.022727272727272728,1.0
200599,-1.0,2.0,4,138.0,1.0,0.0,1.0,4.0,197.0,1.0,0.007246376811594203,0.005076142131979695,0.25
200613,4.0,2.0,3,74.0,2.0,1.0,1.0,0.0,72.0,0.5,0.013513513513513514,0.013888888888888888,1.0
200614,2.0,1.0,5,55.0,4.0,4.0,1.0,0.0,98.0,0.25,0.01818181818181818,0.010204081632653059,1.0
200616,3.0,2.0,4,18.0,2.0,0.0,2.0,0.0,54.0,1.0,0.1111111111111111,0.037037037037037035,1.0
200618,3.0,0.0,4,429.0,34.0,25.0,3.0,0.0,797.0,0.08823529411764706,0.006993006993006993,0.0037641154328732743,1.0
200626,4.0,2.0,5,271.0,25.0,18.0,2.0,1.0,559.0,0.08,0.007380073800738006,0.003577817531305903,1.0
200630,-1.0,0.0,3,211.0,5.0,5.0,1.0,3.0,453.0,0.2,0.0047393364928909965,0.002207505518763797,0.3333333333333333
200632,3.0,2.0,4,42.0,14.0,7.0,8.0,0.0,94.0,0.5714285714285714,0.19047619047619047,0.0851063829787234,1.0
200639,2.0,2.0,4,419.0,7.0,17.0,1.0,1.0,615.0,0.14285714285714285,0.002386634844868735,0.0016260162601626016,1.0
200648,-1.0,2.0,5,251.0,14.0,4.0,6.0,0.0,410.0,0.42857142857142855,0.023904382470119518,0.014634146341463415,1.0
200650,4.0,2.0,3,366.0,17.0,9.0,1.0,1.0,528.0,0.05882352941176471,0.00273224043715847,0.0018939393939393942,1.0
200652,4.0,2.0,4,55.0,1.0,1.0,1.0,0.0,123.0,1.0,0.01818181818181818,0.008130081300813009,1.0
200663,3.0,1.0,3,44.0,8.0,10.0,4.0,0.0,49.0,0.5,0.09090909090909093,0.08163265306122447,1.0
200672,3.0,0.0,5,142.0,13.0,8.0,1.0,0.0,365.0,0.07692307692307693,0.007042253521126761,0.0027397260273972607,1.0
200677,2.0,0.0,5,324.0,1.0,0.0,1.0,0.0,459.0,1.0,0.00308641975308642,0.002178649237472767,1.0
200683,3.0,0.0,5,95.0,5.0,2.0,1.0,0.0,145.0,0.2,0.010526315789473684,0.006896551724137931,1.0
200689,2.0,1.0,4,1000.0,18.0,16.0,1.0,0.0,1282.0,0.05555555555555555,0.001,0.00078003120124805,1.0
200692,4.0,2.0,4,900.0,23.0,0.0,3.0,0.0,1153.0,0.13043478260869565,0.0033333333333333327,0.002601908065915005,1.0
200697,3.0,0.0,2,448.0,17.0,8.0,1.0,4.0,697.0,0.05882352941176471,0.002232142857142857,0.0014347202295552368,0.25
200701,4.0,2.0,3,322.0,6.0,1.0,2.0,0.0,355.0,0.3333333333333333,0.006211180124223602,0.00563380281690141,1.0
200707,4.0,0.0,5,42.0,3.0,0.0,1.0,0.0,62.0,0.3333333333333333,0.023809523809523808,0.016129032258064516,1.0
200712,4.0,2.0,3,170.0,5.0,0.0,1.0,5.0,296.0,0.2,0.005882352941176471,0.0033783783783783786,0.2
200715,2.0,0.0,4,201.0,5.0,3.0,3.0,0.0,401.0,0.6,0.01492537313432836,0.007481296758104737,1.0
200717,4.0,2.0,3,196.0,9.0,7.0,1.0,0.0,196.0,0.1111111111111111,0.005102040816326529,0.005102040816326529,1.0
200719,5.0,2.0,3,173.0,12.0,6.0,5.0,7.0,261.0,0.4166666666666667,0.02890173410404624,0.019157088122605363,0.7142857142857143
200721,3.0,0.0,4,154.0,1.0,0.0,1.0,1.0,257.0,1.0,0.006493506493506494,0.0038910505836575885,1.0
200728,3.0,2.0,5,171.0,7.0,3.0,1.0,0.0,427.0,0.14285714285714285,0.005847953216374269,0.00234192037470726,1.0
200731,3.0,2.0,4,180.0,1.0,0.0,1.0,0.0,439.0,1.0,0.005555555555555557,0.002277904328018223,1.0
200736,-1.0,2.0,3,46.0,0.0,0.0,1.0,0.0,67.0,1.0,0.021739130434782608,0.01492537313432836,1.0
200738,3.0,2.0,5,36.0,2.0,0.0,1.0,0.0,66.0,0.5,0.027777777777777776,0.015151515151515154,1.0
200740,3.0,1.0,5,74.0,5.0,0.0,2.0,0.0,113.0,0.4,0.027027027027027032,0.017699115044247787,1.0
200745,3.0,2.0,5,177.0,8.0,4.0,4.0,1.0,478.0,0.5,0.02259887005649717,0.008368200836820083,1.0
200746,3.0,0.0,4,107.0,4.0,3.0,1.0,0.0,192.0,0.25,0.009345794392523364,0.005208333333333333,1.0
200750,4.0,2.0,3,38.0,7.0,0.0,1.0,1.0,54.0,0.14285714285714285,0.02631578947368421,0.018518518518518517,1.0
200763,3.0,2.0,4,674.0,20.0,13.0,2.0,0.0,915.0,0.1,0.002967359050445104,0.0021857923497267764,1.0
200764,3.0,2.0,5,17.0,3.0,1.0,2.0,0.0,33.0,0.6666666666666666,0.1176470588235294,0.060606060606060615,1.0
200772,3.0,2.0,3,856.0,15.0,8.0,1.0,0.0,925.0,0.06666666666666668,0.0011682242990654205,0.001081081081081081,1.0
200777,3.0,2.0,3,408.0,5.0,1.0,2.0,5.0,437.0,0.4,0.004901960784313725,0.004576659038901603,0.4
200779,4.0,2.0,3,162.0,6.0,2.0,1.0,0.0,291.0,0.16666666666666666,0.006172839506172839,0.003436426116838488,1.0
200781,3.0,2.0,5,380.0,24.0,2.0,2.0,2.0,728.0,0.08333333333333333,0.005263157894736842,0.0027472527472527475,1.0
200782,4.0,2.0,4,24.0,1.0,0.0,1.0,0.0,42.0,1.0,0.04166666666666666,0.023809523809523808,1.0
200788,4.0,2.0,3,406.0,15.0,4.0,1.0,4.0,725.0,0.06666666666666668,0.0024630541871921183,0.0013793103448275859,0.25
200794,3.0,2.0,5,24.0,2.0,1.0,1.0,0.0,31.0,0.5,0.04166666666666666,0.03225806451612903,1.0
200808,3.0,1.0,5,4.0,1.0,1.0,1.0,0.0,7.0,1.0,0.25,0.14285714285714285,1.0
200813,4.0,0.0,3,202.0,6.0,5.0,2.0,0.0,266.0,0.3333333333333333,0.0099009900990099,0.0075187969924812035,1.0
200815,3.0,0.0,4,187.0,5.0,2.0,2.0,0.0,309.0,0.4,0.0106951871657754,0.0064724919093851144,1.0
200833,6.0,0.0,5,60.0,4.0,1.0,3.0,0.0,89.0,0.75,0.05,0.033707865168539325,1.0
200834,2.0,2.0,3,346.0,4.0,0.0,1.0,0.0,545.0,0.25,0.0028901734104046237,0.0018348623853211012,1.0
200837,3.0,0.0,5,292.0,2.0,1.0,1.0,1.0,350.0,0.5,0.003424657534246575,0.002857142857142857,1.0
200843,4.0,2.0,3,330.0,2.0,1.0,1.0,0.0,283.0,0.5,0.0030303030303030303,0.00353356890459364,1.0
200845,4.0,1.0,5,591.0,63.0,36.0,4.0,0.0,1059.0,0.06349206349206349,0.00676818950930626,0.0037771482530689327,1.0
200852,4.0,2.0,2,488.0,11.0,8.0,1.0,0.0,1178.0,0.09090909090909093,0.0020491803278688526,0.0008488964346349745,1.0
200855,4.0,2.0,3,109.0,14.0,6.0,3.0,2.0,101.0,0.21428571428571427,0.027522935779816515,0.0297029702970297,1.0
200857,3.0,0.0,5,39.0,10.0,0.0,1.0,0.0,155.0,0.1,0.02564102564102564,0.0064516129032258064,1.0
200860,2.0,2.0,3,186.0,1.0,0.0,1.0,0.0,265.0,1.0,0.005376344086021507,0.0037735849056603774,1.0
200861,4.0,2.0,2,10.0,1.0,0.0,1.0,0.0,10.0,1.0,0.1,0.1,1.0
200863,4.0,2.0,3,228.0,9.0,0.0,1.0,0.0,436.0,0.1111111111111111,0.0043859649122807015,0.0022935779816513767,1.0
200868,4.0,0.0,5,528.0,12.0,0.0,1.0,8.0,787.0,0.08333333333333333,0.0018939393939393942,0.0012706480304955528,0.125
200881,6.0,0.0,4,246.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0040650406504065045,1.0,0.3333333333333333
200884,4.0,2.0,4,143.0,4.0,0.0,2.0,0.0,167.0,0.5,0.013986013986013986,0.011976047904191616,1.0
200889,3.0,0.0,3,91.0,1.0,0.0,1.0,1.0,137.0,1.0,0.01098901098901099,0.007299270072992701,1.0
200901,4.0,2.0,3,649.0,20.0,11.0,2.0,0.0,1098.0,0.1,0.0030816640986132517,0.0018214936247723133,1.0
200907,3.0,0.0,5,250.0,4.0,2.0,2.0,0.0,625.0,0.5,0.008,0.0032,1.0
200909,4.0,2.0,4,24.0,12.0,7.0,4.0,0.0,0.0,0.3333333333333333,0.16666666666666666,1.0,1.0
200912,-1.0,2.0,3,337.0,4.0,0.0,2.0,27.0,560.0,0.5,0.005934718100890208,0.0035714285714285718,0.07407407407407407
