sku_id,a1,a2,a3,cate,brand,browse_num,addcart_num,delcart_num,buy_num,favor_num,click_num,buy_addcart_ratio,buy_browse_ratio,buy_click_ratio,buy_favor_ratio,comment_num,has_bad_comment,bad_comment_rate
101196,2,1,2,8,124,82.0,2.0,2.0,0.0,1.0,116.0,0.0,0.0,0.0,0.0,,,
1012,2,1,1,8,812,,,,,,,,,,,,,
101206,3,1,-1,8,489,,,,,,,,,,,,,
101220,3,1,2,8,571,,,,,,,,,,,,,
101229,3,1,1,8,214,,,,,,,,,,,,,
101234,1,1,2,8,545,,,,,,,,,,,,,
101249,3,1,1,8,214,,,,,,,,,,,3.0,1.0,0.0789
10125,3,2,2,8,489,,,,,,,,,,,,,
101259,2,1,2,8,623,,,,,,,,,,,,,
10126,1,1,1,8,658,,,,,,,,,,,,,
101261,3,2,2,8,489,,,,,,,,,,,,,
101263,3,1,1,8,489,,,,,,,,,,,,,
101269,3,1,2,8,214,,,,,,,,,,,1.0,0.0,0.0
101270,2,1,2,8,623,,,,,,,,,,,,,
101284,3,2,-1,8,214,72.0,0.0,0.0,0.0,0.0,103.0,,0.0,0.0,,3.0,1.0,0.0909
101290,3,-1,2,8,214,,,,,,,,,,,,,
101292,-1,2,1,8,790,,,,,,,,,,,,,
101293,3,1,1,8,214,,,,,,,,,,,1.0,0.0,0.0
101296,1,2,-1,8,885,,,,,,,,,,,,,
101299,3,2,1,8,489,,,,,,,,,,,,,
10130,2,1,2,8,812,168.0,7.0,1.0,0.0,0.0,345.0,0.0,0.0,0.0,,3.0,1.0,0.0833
101315,3,2,2,8,489,,,,,,,,,,,,,
101318,1,1,1,8,545,,,,,,,,,,,,,
101321,-1,1,2,8,556,,,,,,,,,,,2.0,0.0,0.0
101323,1,1,1,8,800,,,,,,,,,,,,,
101325,-1,1,-1,8,200,,,,,,,,,,,2.0,0.0,0.0
10133,3,1,1,8,214,350.0,11.0,5.0,0.0,2.0,799.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0294
101344,3,2,2,8,489,,,,,,,,,,,,,
101352,1,1,1,8,885,,,,,,,,,,,4.0,1.0,0.0172
101367,2,1,1,8,812,,,,,,,,,,,4.0,1.0,0.0424
101371,3,2,1,8,489,143.0,0.0,0.0,0.0,0.0,230.0,,0.0,0.0,,2.0,0.0,0.0
101375,2,1,2,8,812,,,,,,,,,,,1.0,0.0,0.0
101378,2,2,2,8,623,,,,,,,,,,,,,
101384,3,1,2,8,214,,,,,,,,,,,,,
101386,2,1,2,8,124,61.0,4.0,3.0,0.0,0.0,96.0,0.0,0.0,0.0,,1.0,1.0,1.0
101397,3,1,1,8,489,,,,,,,,,,,4.0,1.0,0.0177
101413,1,1,2,8,693,19.0,0.0,0.0,0.0,0.0,21.0,,0.0,0.0,,4.0,1.0,0.0393
101417,1,2,1,8,693,,,,,,,,,,,4.0,0.0,0.0
101424,3,1,1,8,214,,,,,,,,,,,,,
101429,3,1,2,8,214,,,,,,,,,,,,,
101432,3,1,2,8,214,,,,,,,,,,,,,
101443,3,1,2,8,214,77.0,0.0,0.0,0.0,0.0,86.0,,0.0,0.0,,4.0,1.0,0.0357
101447,-1,-1,-1,8,91,,,,,,,,,,,,,
101464,2,1,1,8,812,,,,,,,,,,,2.0,0.0,0.0
101479,3,2,2,8,214,,,,,,,,,,,,,
101485,3,2,2,8,214,,,,,,,,,,,,,
101486,3,2,2,8,214,498.0,0.0,0.0,0.0,1.0,729.0,,0.0,0.0,0.0,2.0,0.0,0.0
101511,3,-1,-1,8,214,,,,,,,,,,,,,
101513,3,1,2,8,214,,,,,,,,,,,2.0,0.0,0.0
101519,2,1,1,8,355,943.0,30.0,12.0,1.0,4.0,1703.0,0.03333333333333333,0.0010604453870625664,0.0005871990604815032,0.25,2.0,0.0,0.0
101520,3,-1,2,8,489,,,,,,,,,,,,,
101521,3,1,-1,8,489,,,,,,,,,,,2.0,0.0,0.0
10153,2,-1,1,8,124,,,,,,,,,,,,,
101531,2,2,1,8,124,134.0,0.0,0.0,0.0,1.0,293.0,,0.0,0.0,0.0,2.0,1.0,0.5
101537,3,1,2,8,214,,,,,,,,,,,,,
101539,2,2,2,8,812,,,,,,,,,,,,,
10154,3,1,2,8,214,,,,,,,,,,,,,
101545,1,2,2,8,800,,,,,,,,,,,,,
101546,2,1,1,8,812,,,,,,,,,,,2.0,0.0,0.0
101548,2,2,-1,8,124,,,,,,,,,,,,,
10155,1,1,2,8,545,,,,,,,,,,,,,
101566,2,1,-1,8,812,,,,,,,,,,,,,
101569,3,2,2,8,306,,,,,,,,,,,,,
10157,2,-1,-1,8,623,,,,,,,,,,,,,
101572,2,2,2,8,812,,,,,,,,,,,,,
101576,3,1,2,8,489,,,,,,,,,,,,,
101581,3,1,2,8,489,,,,,,,,,,,,,
101583,3,1,-1,8,489,,,,,,,,,,,,,
101598,-1,1,2,8,562,103.0,2.0,0.0,0.0,0.0,157.0,0.0,0.0,0.0,,,,
101599,3,-1,2,8,489,,,,,,,,,,,,,
101600,3,1,2,8,489,,,,,,,,,,,,,
101604,-1,1,1,8,801,26.0,2.0,1.0,0.0,0.0,64.0,0.0,0.0,0.0,,,,
101608,1,1,2,8,800,,,,,,,,,,,,,
101612,3,1,2,8,214,,,,,,,,,,,,,
101618,3,2,2,8,214,,,,,,,,,,,,,
101622,3,1,2,8,489,,,,,,,,,,,,,
101624,1,1,2,8,800,,,,,,,,,,,,,
101638,1,2,2,8,30,,,,,,,,,,,,,
101642,1,1,1,8,545,170.0,4.0,1.0,1.0,0.0,375.0,0.25,0.0058823529411764705,0.0026666666666666666,1.0,3.0,1.0,0.0769
101648,2,1,2,8,812,,,,,,,,,,,1.0,0.0,0.0
101656,2,1,1,8,124,,,,,,,,,,,3.0,1.0,0.122
101658,3,-1,2,8,489,,,,,,,,,,,1.0,0.0,0.0
101664,1,1,2,8,693,19134.0,384.0,187.0,17.0,86.0,28033.0,0.044270833333333336,0.00088847078499007,0.0006064281382656155,0.19767441860465115,4.0,1.0,0.0399
101666,3,2,1,8,214,,,,,,,,,,,,,
101670,3,2,-1,8,214,,,,,,,,,,,,,
101672,-1,-1,1,8,605,,,,,,,,,,,,,
101675,2,2,2,8,623,,,,,,,,,,,,,
101679,1,-1,1,8,375,,,,,,,,,,,,,
101682,1,-1,-1,8,693,,,,,,,,,,,,,
101686,3,2,1,8,489,,,,,,,,,,,,,
101689,1,1,2,8,800,,,,,,,,,,,,,
10171,2,1,2,8,812,,,,,,,,,,,1.0,0.0,0.0
101713,1,1,2,8,885,500.0,8.0,4.0,0.0,4.0,868.0,0.0,0.0,0.0,0.0,2.0,1.0,0.2
101714,2,1,1,8,124,,,,,,,,,,,2.0,1.0,0.1
101728,1,2,2,8,885,,,,,,,,,,,,,
101729,3,-1,1,8,214,23.0,0.0,0.0,0.0,0.0,16.0,,0.0,0.0,,2.0,0.0,0.0
101730,-1,-1,1,8,766,,,,,,,,,,,,,
101731,2,2,-1,8,812,,,,,,,,,,,,,
101737,2,1,2,8,124,207.0,7.0,7.0,0.0,2.0,376.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0909
101744,3,1,1,8,214,,,,,,,,,,,,,
101750,2,1,2,8,124,,,,,,,,,,,,,
101757,1,2,1,8,800,,,,,,,,,,,,,
101763,1,1,2,8,885,,,,,,,,,,,,,
101779,2,2,2,8,124,931.0,20.0,12.0,0.0,9.0,1627.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
10178,1,2,1,8,800,,,,,,,,,,,,,
10179,2,2,1,8,812,1115.0,30.0,13.0,0.0,5.0,1701.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0374
101802,3,2,2,8,214,,,,,,,,,,,3.0,0.0,0.0
101803,3,2,2,8,571,,,,,,,,,,,,,
101810,3,1,1,8,489,,,,,,,,,,,,,
101813,3,2,2,8,489,,,,,,,,,,,,,
101814,2,1,1,8,124,,,,,,,,,,,,,
101817,3,2,-1,8,489,,,,,,,,,,,,,
101820,3,1,-1,8,489,,,,,,,,,,,2.0,0.0,0.0
101858,2,1,1,8,124,,,,,,,,,,,4.0,1.0,0.0385
101868,2,1,2,8,812,,,,,,,,,,,2.0,0.0,0.0
101871,3,2,2,8,489,,,,,,,,,,,,,
101875,2,1,2,8,812,,,,,,,,,,,,,
101880,1,2,1,8,403,,,,,,,,,,,,,
101896,2,1,2,8,655,,,,,,,,,,,,,
101903,3,1,-1,8,214,118.0,0.0,0.0,0.0,0.0,216.0,,0.0,0.0,,,,
101911,1,-1,1,8,800,,,,,,,,,,,,,
101926,3,1,-1,8,214,,,,,,,,,,,,,
101931,3,1,1,8,214,,,,,,,,,,,,,
101932,3,2,2,8,214,,,,,,,,,,,,,
101937,3,1,2,8,489,,,,,,,,,,,,,
101940,2,1,2,8,812,,,,,,,,,,,,,
101953,2,1,2,8,623,,,,,,,,,,,2.0,0.0,0.0
101957,-1,1,-1,8,244,,,,,,,,,,,,,
10198,3,1,2,8,489,,,,,,,,,,,,,
101984,3,-1,2,8,489,,,,,,,,,,,,,
10199,3,2,1,8,214,,,,,,,,,,,,,
101999,3,2,2,8,214,1.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,,3.0,1.0,0.0455
1020,3,2,1,8,214,257.0,3.0,1.0,0.0,4.0,436.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
102000,3,2,2,8,214,,,,,,,,,,,,,
102002,3,2,1,8,214,68.0,0.0,0.0,0.0,0.0,94.0,,0.0,0.0,,4.0,0.0,0.0
102006,3,-1,1,8,489,,,,,,,,,,,,,
102021,2,1,-1,8,623,,,,,,,,,,,,,
102027,1,1,2,8,885,,,,,,,,,,,,,
102039,3,2,1,8,571,,,,,,,,,,,,,
102042,3,2,2,8,214,,,,,,,,,,,2.0,0.0,0.0
102053,1,2,-1,8,693,,,,,,,,,,,2.0,0.0,0.0
102054,3,1,1,8,214,7.0,0.0,0.0,0.0,0.0,10.0,,0.0,0.0,,4.0,1.0,0.0489
102080,2,-1,-1,8,812,,,,,,,,,,,,,
102090,3,1,2,8,214,4363.0,80.0,36.0,2.0,28.0,7079.0,0.025,0.00045840018336007336,0.00028252578047746857,0.07142857142857142,4.0,1.0,0.0539
102096,3,1,1,8,214,,,,,,,,,,,,,
102098,3,2,2,8,214,2249.0,52.0,19.0,1.0,14.0,4113.0,0.019230769230769232,0.00044464206313917296,0.00024313153415998054,0.07142857142857142,2.0,0.0,0.0
102100,3,1,1,8,489,,,,,,,,,,,,,
102102,3,1,2,8,489,,,,,,,,,,,,,
102103,1,1,-1,8,30,,,,,,,,,,,,,
102110,2,1,2,8,812,3611.0,57.0,45.0,3.0,26.0,5963.0,0.05263157894736842,0.0008307947936859596,0.0005031024652020795,0.11538461538461539,4.0,1.0,0.05
102111,3,2,2,8,489,,,,,,,,,,,,,
102113,-1,1,1,8,916,5.0,0.0,2.0,0.0,0.0,0.0,,0.0,,,4.0,1.0,0.14400000000000002
102125,-1,2,1,8,70,,,,,,,,,,,,,
102129,1,1,2,8,885,,,,,,,,,,,,,
102130,3,2,1,8,489,,,,,,,,,,,,,
102134,3,2,1,8,489,,,,,,,,,,,,,
10214,1,2,1,8,545,,,,,,,,,,,,,
102142,3,1,1,8,489,,,,,,,,,,,,,
102158,3,1,2,8,489,,,,,,,,,,,,,
102162,3,2,1,8,489,,,,,,,,,,,,,
102171,3,-1,1,8,489,,,,,,,,,,,,,
102172,1,-1,-1,8,693,,,,,,,,,,,,,
102174,1,1,1,8,403,,,,,,,,,,,4.0,1.0,0.0119
10218,2,1,1,8,635,,,,,,,,,,,,,
102180,3,1,2,8,489,,,,,,,,,,,,,
102186,3,-1,-1,8,214,,,,,,,,,,,,,
102188,3,1,2,8,489,,,,,,,,,,,,,
102204,2,1,2,8,812,1612.0,57.0,34.0,0.0,13.0,2586.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0602
102210,-1,1,2,8,556,4.0,0.0,0.0,0.0,0.0,3.0,,0.0,0.0,,4.0,1.0,0.0562
102223,3,1,2,8,571,,,,,,,,,,,,,
102225,1,1,2,8,800,,,,,,,,,,,2.0,0.0,0.0
10223,3,1,1,8,214,119.0,1.0,1.0,0.0,1.0,206.0,0.0,0.0,0.0,0.0,,,
102230,3,1,2,8,214,,,,,,,,,,,,,
102231,3,2,2,8,214,,,,,,,,,,,3.0,1.0,0.0769
10224,3,2,2,8,214,243.0,1.0,1.0,0.0,1.0,375.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
102245,3,1,1,8,489,2.0,0.0,0.0,0.0,0.0,3.0,,0.0,0.0,,3.0,1.0,0.0571
102247,3,1,2,8,214,,,,,,,,,,,,,
102255,3,1,2,8,214,,,,,,,,,,,,,
102258,2,1,1,8,635,,,,,,,,,,,,,
102267,3,1,2,8,214,,,,,,,,,,,,,
102271,3,2,1,8,489,,,,,,,,,,,,,
102274,3,-1,2,8,489,,,,,,,,,,,,,
102275,3,1,2,8,214,,,,,,,,,,,,,
102280,3,1,2,8,489,,,,,,,,,,,,,
102290,3,2,2,8,489,,,,,,,,,,,,,
102291,3,2,1,8,489,,,,,,,,,,,,,
102293,3,2,2,8,214,,,,,,,,,,,,,
102300,3,2,1,8,214,,,,,,,,,,,,,
102306,3,1,2,8,214,,,,,,,,,,,,,
102309,3,1,2,8,214,,,,,,,,,,,,,
102310,3,2,-1,8,306,,,,,,,,,,,2.0,0.0,0.0
102312,3,1,1,8,489,,,,,,,,,,,,,
102320,2,1,2,8,655,,,,,,,,,,,,,
102328,1,2,2,8,403,98.0,1.0,1.0,0.0,0.0,145.0,0.0,0.0,0.0,,2.0,0.0,0.0
102342,3,1,1,8,489,,,,,,,,,,,,,
102344,3,1,-1,8,489,,,,,,,,,,,,,
102350,3,-1,1,8,214,,,,,,,,,,,,,
102351,3,2,2,8,306,,,,,,,,,,,,,
102377,3,1,2,8,214,,,,,,,,,,,,,
102388,3,-1,2,8,214,,,,,,,,,,,,,
10239,3,2,2,8,489,17.0,0.0,0.0,0.0,0.0,30.0,,0.0,0.0,,4.0,1.0,0.0264
102403,3,2,2,8,214,588.0,2.0,0.0,0.0,2.0,900.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0313
102406,3,1,2,8,489,,,,,,,,,,,,,
102414,3,1,2,8,489,,,,,,,,,,,,,
102420,3,1,2,8,306,,,,,,,,,,,,,
102428,3,1,2,8,489,,,,,,,,,,,,,
102430,1,2,2,8,800,,,,,,,,,,,,,
102456,3,1,-1,8,214,1.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,,1.0,0.0,0.0
102459,3,1,2,8,489,,,,,,,,,,,,,
10246,3,1,1,8,214,,,,,,,,,,,3.0,0.0,0.0
102460,1,1,2,8,30,,,,,,,,,,,,,
102462,3,1,-1,8,489,,,,,,,,,,,,,
10247,1,2,2,8,885,173.0,3.0,0.0,0.0,2.0,261.0,0.0,0.0,0.0,0.0,,,
102474,3,-1,1,8,214,,,,,,,,,,,,,
102482,3,1,-1,8,489,,,,,,,,,,,,,
102484,1,1,2,8,545,,,,,,,,,,,,,
102485,3,2,2,8,489,,,,,,,,,,,2.0,0.0,0.0
102498,3,2,1,8,214,,,,,,,,,,,,,
102499,3,1,2,8,214,6.0,0.0,0.0,0.0,0.0,8.0,,0.0,0.0,,1.0,1.0,1.0
102506,3,-1,1,8,214,,,,,,,,,,,2.0,0.0,0.0
102519,3,1,1,8,214,,,,,,,,,,,,,
102522,3,-1,-1,8,214,,,,,,,,,,,,,
102526,3,1,2,8,214,,,,,,,,,,,,,
102527,3,1,2,8,214,2158.0,33.0,17.0,2.0,15.0,3611.0,0.06060606060606061,0.0009267840593141798,0.0005538631957906397,0.13333333333333333,2.0,1.0,0.5
10253,3,-1,-1,8,214,26.0,0.0,0.0,0.0,1.0,47.0,,0.0,0.0,0.0,,,
