user_id,age,sex,user_lv_cd,user_reg_tm
200060,4.0,2.0,3,2016-01-27
200061,3.0,2.0,3,2016-01-27
200062,3.0,2.0,4,2016-01-27
200063,4.0,0.0,4,2016-01-27
200064,3.0,0.0,4,2016-01-27
200065,3.0,0.0,4,2010-08-10
200066,-1.0,2.0,2,2016-01-27
200067,4.0,2.0,2,2016-01-27
200068,6.0,0.0,5,2016-01-27
200069,4.0,2.0,5,2016-01-27
200070,3.0,2.0,3,2016-01-27
200071,4.0,0.0,5,2013-04-11
200072,4.0,0.0,5,2010-08-10
200073,-1.0,2.0,2,2016-01-27
200074,-1.0,2.0,5,2013-04-11
200075,4.0,0.0,5,2013-04-11
200076,3.0,1.0,3,2016-01-27
200077,3.0,2.0,5,2013-04-11
200078,3.0,1.0,3,2010-08-10
200079,4.0,2.0,2,2016-01-27
200080,-1.0,2.0,1,2016-01-27
200081,4.0,2.0,3,2016-01-27
200082,3.0,2.0,3,2016-01-27
200083,4.0,0.0,3,2016-01-27
200084,3.0,2.0,2,2016-01-27
200085,4.0,2.0,3,2013-04-11
200086,-1.0,2.0,3,2016-01-27
200087,2.0,0.0,2,2016-01-27
200088,3.0,2.0,4,2016-01-27
200089,2.0,2.0,3,2013-04-11
200090,4.0,2.0,3,2016-01-27
200091,-1.0,2.0,4,2016-01-27
200092,3.0,2.0,5,2016-01-27
200093,2.0,2.0,5,2016-01-27
200094,4.0,2.0,2,2016-01-27
200095,4.0,2.0,3,2016-01-27
200096,2.0,2.0,2,2016-01-27
200097,-1.0,2.0,5,2013-04-11
200098,3.0,2.0,3,2016-01-27
200099,4.0,2.0,4,2016-01-27
200100,4.0,1.0,3,2016-01-27
200101,5.0,2.0,1,2016-01-27
200102,4.0,2.0,3,2016-01-27
200103,4.0,2.0,3,2016-01-27
200104,3.0,0.0,4,2010-08-10
200105,4.0,2.0,3,2016-01-27
200106,3.0,0.0,2,2013-04-11
200107,2.0,0.0,5,2013-04-11
200108,4.0,2.0,3,2016-01-27
200109,3.0,2.0,2,2016-01-27
200110,5.0,2.0,2,2016-01-27
200111,4.0,2.0,2,2016-01-27
200112,4.0,2.0,3,2013-04-11
200113,4.0,2.0,3,2016-01-27
200114,4.0,0.0,3,2016-01-27
200115,4.0,2.0,2,2016-01-27
200116,4.0,2.0,3,2013-04-11
200117,-1.0,2.0,3,2016-01-27
200118,3.0,1.0,4,2016-01-27
200119,4.0,1.0,2,2016-01-27
200120,4.0,2.0,5,2013-04-11
200121,-1.0,2.0,1,2016-01-27
200122,4.0,2.0,4,2016-01-27
200123,-1.0,2.0,1,2016-01-27
200124,3.0,2.0,2,2016-01-27
200125,4.0,2.0,3,2016-01-27
200126,5.0,2.0,2,2016-01-27
200127,3.0,2.0,3,2016-01-27
200128,3.0,2.0,3,2016-01-27
200129,4.0,2.0,2,2016-01-27
200130,3.0,0.0,5,2016-01-27
200131,4.0,2.0,3,2016-01-27
200132,3.0,2.0,5,2013-04-11
200133,-1.0,0.0,1,2016-01-27
200134,4.0,2.0,3,2016-01-27
200135,4.0,2.0,2,2016-01-27
200136,4.0,2.0,2,2016-01-27
200137,4.0,2.0,2,2016-01-27
200138,-1.0,2.0,3,2016-01-27
200139,4.0,2.0,3,2016-01-27
200140,-1.0,2.0,1,2016-01-27
200141,3.0,0.0,4,2010-08-10
200142,4.0,2.0,2,2016-01-27
200143,5.0,0.0,5,2010-08-10
200144,3.0,2.0,4,2013-04-11
200145,2.0,2.0,3,2016-01-27
200146,4.0,0.0,3,2016-01-27
200147,3.0,2.0,5,2013-04-11
200148,-1.0,2.0,2,2016-01-27
200149,-1.0,2.0,1,2016-01-27
200150,5.0,1.0,5,2013-04-11
200151,4.0,2.0,3,2016-01-27
200152,6.0,0.0,2,2016-01-27
200153,4.0,2.0,4,2013-04-11
200154,3.0,2.0,3,2016-01-27
200155,4.0,2.0,3,2016-01-27
200156,3.0,2.0,5,2013-04-11
200157,4.0,2.0,3,2016-01-27
200158,-1.0,2.0,2,2016-01-27
200159,4.0,0.0,2,2016-01-27
200160,3.0,0.0,5,2010-08-10
200161,4.0,0.0,2,2016-01-27
200162,4.0,2.0,2,2016-01-27
200163,-1.0,2.0,1,2016-01-27
200164,4.0,2.0,3,2016-01-27
200165,2.0,1.0,3,2016-01-27
200166,4.0,2.0,2,2016-01-27
200167,-1.0,2.0,1,2016-01-27
200168,-1.0,2.0,1,2016-01-27
200169,2.0,2.0,2,2016-01-27
200170,4.0,2.0,2,2016-01-27
200171,4.0,2.0,2,2016-01-27
200172,3.0,2.0,4,2016-01-27
200173,2.0,2.0,4,2016-01-27
200174,4.0,0.0,3,2016-01-27
200175,4.0,0.0,4,2016-01-27
200176,4.0,2.0,2,2016-01-27
200177,3.0,2.0,4,2016-01-27
200178,4.0,2.0,3,2016-01-27
200179,3.0,0.0,4,2016-01-27
200180,3.0,1.0,5,2013-04-11
200181,4.0,2.0,5,2013-04-11
200182,4.0,2.0,2,2016-01-27
200183,2.0,2.0,3,2016-01-27
200184,-1.0,2.0,1,2016-01-27
200185,-1.0,2.0,2,2016-01-27
200186,3.0,1.0,4,2013-04-11
200187,4.0,2.0,3,2016-01-27
200188,4.0,2.0,2,2016-01-27
200189,4.0,2.0,2,2016-01-27
200190,4.0,2.0,3,2016-01-27
200191,4.0,2.0,4,2016-01-27
200192,-1.0,2.0,1,2016-01-27
200193,3.0,2.0,4,2013-04-11
200194,4.0,0.0,3,2016-01-27
200195,3.0,2.0,3,2016-01-27
200196,3.0,2.0,5,2013-04-11
200197,4.0,2.0,3,2016-01-27
200198,-1.0,2.0,1,2016-01-27
200199,4.0,2.0,2,2016-01-27
200200,3.0,1.0,2,2016-01-27
200201,3.0,2.0,2,2016-01-27
200202,2.0,2.0,3,2016-01-27
200203,-1.0,2.0,1,2016-01-27
200204,4.0,2.0,2,2016-01-27
200205,4.0,2.0,2,2016-01-27
200206,4.0,2.0,2,2016-01-27
200207,2.0,0.0,4,2016-01-27
200208,4.0,2.0,4,2013-04-11
200209,3.0,2.0,2,2016-01-27
200210,3.0,2.0,2,2016-01-27
200211,-1.0,2.0,2,2016-01-27
200212,-1.0,0.0,1,2013-04-11
200213,2.0,2.0,5,2016-01-27
200214,4.0,2.0,3,2016-01-27
200215,3.0,0.0,5,2010-08-10
200216,-1.0,0.0,1,2016-01-27
200217,4.0,2.0,3,2016-01-27
200218,3.0,2.0,2,2013-04-11
200219,3.0,0.0,4,2016-01-27
200220,4.0,2.0,4,2016-01-27
200221,-1.0,2.0,2,2016-01-27
200222,3.0,2.0,4,2013-04-11
200223,3.0,2.0,4,2016-01-27
200224,3.0,2.0,5,2013-04-11
200225,4.0,2.0,4,2013-04-11
200226,-1.0,2.0,5,2016-01-27
200227,4.0,2.0,2,2016-01-27
200228,3.0,1.0,4,2013-04-11
200229,3.0,0.0,5,2010-08-11
200230,4.0,2.0,4,2016-01-27
200231,4.0,2.0,2,2016-01-27
200232,4.0,2.0,4,2016-01-27
200233,3.0,0.0,3,2016-01-27
200234,3.0,0.0,3,2016-01-27
200235,3.0,0.0,5,2013-04-11
200236,-1.0,2.0,1,2016-01-27
200237,3.0,0.0,4,2010-08-11
200238,4.0,2.0,4,2016-01-28
200239,3.0,2.0,5,2016-01-27
200240,3.0,2.0,4,2016-01-28
200241,-1.0,2.0,1,2016-01-28
200242,5.0,0.0,5,2016-01-28
200243,4.0,2.0,2,2016-01-28
200244,4.0,2.0,2,2016-01-28
200245,-1.0,0.0,2,2010-08-11
200246,3.0,0.0,3,2016-01-28
200247,3.0,2.0,2,2016-01-28
200248,2.0,0.0,5,2013-04-11
200249,-1.0,2.0,1,2016-01-28
200250,-1.0,2.0,1,2016-01-28
200251,4.0,0.0,3,2016-01-28
200252,-1.0,1.0,5,2016-01-28
200253,3.0,0.0,4,2013-04-11
200254,4.0,2.0,5,2013-04-11
200255,4.0,1.0,4,2016-01-28
200256,3.0,2.0,3,2016-01-28
200257,3.0,1.0,4,2013-04-11
200258,2.0,0.0,4,2016-01-28
200259,-1.0,2.0,1,2016-01-28
200260,5.0,0.0,5,2016-01-28
200261,2.0,2.0,3,2013-04-11
200262,4.0,1.0,2,2013-04-11
200263,3.0,0.0,5,2010-08-11
200264,2.0,0.0,2,2016-01-28
200265,4.0,2.0,3,2016-01-28
200266,6.0,2.0,5,2016-01-28
200267,3.0,0.0,3,2016-01-28
200268,3.0,1.0,4,2016-01-28
200269,3.0,2.0,4,2013-04-11
200270,-1.0,2.0,3,2016-01-28
200271,-1.0,2.0,3,2016-01-28
200272,2.0,1.0,5,2013-04-11
200273,2.0,2.0,3,2016-01-29
200274,4.0,2.0,2,2016-01-28
200275,2.0,2.0,4,2016-01-28
200276,4.0,2.0,2,2016-01-28
200277,2.0,2.0,3,2016-01-28
200278,2.0,2.0,3,2013-04-11
200279,2.0,1.0,3,2016-01-28
200280,4.0,0.0,5,2008-11-02
200281,4.0,2.0,2,2016-01-28
200282,-1.0,2.0,2,2016-01-28
200283,2.0,2.0,4,2016-01-28
200284,-1.0,2.0,3,2016-01-28
200285,4.0,1.0,3,2016-01-28
200286,3.0,2.0,3,2016-01-28
200287,3.0,2.0,4,2013-04-11
200288,3.0,1.0,3,2016-01-29
200289,4.0,2.0,4,2016-01-28
200290,3.0,0.0,5,2013-04-11
200291,-1.0,0.0,1,2016-01-28
200292,5.0,2.0,2,2016-01-28
200293,4.0,0.0,3,2013-04-11
200294,-1.0,2.0,1,2016-01-28
200295,3.0,2.0,5,2013-04-11
200296,4.0,0.0,3,2016-01-28
200297,3.0,2.0,4,2016-01-28
200298,-1.0,2.0,3,2016-01-28
200299,4.0,0.0,5,2013-04-11
200300,4.0,2.0,3,2016-01-28
200301,4.0,2.0,2,2016-01-28
200302,2.0,0.0,4,2013-04-11
200303,4.0,2.0,3,2013-04-11
200304,-1.0,2.0,3,2016-01-28
200305,4.0,1.0,2,2016-01-28
200306,3.0,0.0,3,2016-01-28
200307,2.0,2.0,3,2016-01-28
200308,3.0,2.0,3,2016-01-28
200309,4.0,2.0,3,2016-01-28
200310,4.0,2.0,2,2016-01-28
200311,4.0,2.0,2,2016-01-28
200312,4.0,0.0,3,2016-01-28
200313,-1.0,2.0,3,2016-01-28
200314,4.0,0.0,4,2016-01-28
200315,4.0,2.0,2,2016-01-28
200316,3.0,2.0,4,2016-01-28
200317,4.0,2.0,3,2016-01-28
200318,4.0,2.0,3,2016-01-28
200319,6.0,2.0,4,2016-01-28
200320,4.0,0.0,5,2016-01-28
200321,4.0,2.0,3,2016-01-28
200322,3.0,2.0,2,2016-01-28
200323,3.0,0.0,3,2016-01-28
200324,4.0,2.0,4,2013-04-12
200325,-1.0,0.0,3,2016-01-28
200326,4.0,1.0,3,2010-08-11
200327,2.0,2.0,3,2016-01-28
200328,3.0,2.0,4,2013-04-12
200329,-1.0,2.0,1,2016-01-28
200330,4.0,0.0,2,2016-01-28
200331,4.0,1.0,3,2016-01-28
200332,3.0,2.0,3,2016-01-28
200333,4.0,2.0,4,2016-01-28
200334,3.0,2.0,2,2016-01-28
200335,4.0,2.0,2,2016-01-28
200336,4.0,2.0,3,2016-01-28
200337,4.0,2.0,4,2016-01-28
200338,3.0,2.0,2,2016-01-28
200339,3.0,2.0,4,2016-01-28
200340,-1.0,2.0,1,2016-01-28
200341,-1.0,2.0,1,2016-01-28
200342,3.0,2.0,3,2016-01-28
200343,3.0,0.0,3,2016-01-28
200344,4.0,2.0,2,2016-01-28
200345,4.0,0.0,5,2013-04-12
200346,-1.0,2.0,3,2016-01-28
200347,-1.0,2.0,1,2016-01-28
200348,5.0,2.0,2,2016-01-28
200349,4.0,2.0,4,2013-04-12
200350,3.0,2.0,2,2016-01-28
200351,4.0,2.0,2,2016-01-29
200352,3.0,0.0,5,2013-04-12
200353,2.0,1.0,2,2016-01-29
200354,-1.0,2.0,1,2016-01-29
200355,3.0,2.0,4,2013-04-12
200356,4.0,2.0,4,2016-01-29
200357,4.0,2.0,3,2016-01-29
200358,-1.0,2.0,3,2016-01-29
200359,2.0,2.0,2,2016-01-29
200360,3.0,2.0,5,2016-01-29
200361,4.0,2.0,3,2016-01-29
200362,3.0,0.0,5,2007-01-25
200363,3.0,2.0,3,2016-01-29
200364,-1.0,2.0,1,2016-01-29
200365,-1.0,2.0,1,2016-01-29
200366,3.0,2.0,3,2016-01-29
200367,4.0,2.0,2,2016-01-29
200368,-1.0,2.0,1,2016-01-29
200369,4.0,0.0,4,2010-08-11
200370,4.0,2.0,2,2016-01-29
200371,4.0,2.0,4,2013-04-12
200372,3.0,1.0,5,2013-04-12
200373,4.0,0.0,4,2016-01-29
200374,3.0,2.0,4,2013-04-12
200375,-1.0,2.0,4,2013-04-12
200376,-1.0,0.0,1,2010-08-11
200377,6.0,2.0,3,2016-01-29
200378,5.0,1.0,2,2016-01-29
200379,2.0,2.0,4,2016-01-29
200380,5.0,0.0,4,2010-08-11
200381,4.0,2.0,3,2016-01-29
200382,4.0,2.0,4,2016-01-29
200383,4.0,2.0,4,2016-01-29
200384,3.0,2.0,3,2016-01-29
200385,4.0,0.0,2,2016-01-29
200386,4.0,0.0,2,2016-01-29
200387,4.0,2.0,3,2016-01-29
200388,5.0,2.0,2,2016-01-29
200389,4.0,2.0,4,2016-01-29
200390,3.0,2.0,5,2013-04-12
200391,3.0,2.0,2,2016-01-29
200392,4.0,2.0,3,2016-01-29
200393,-1.0,2.0,1,2016-01-29
200394,4.0,2.0,4,2016-01-29
200395,3.0,0.0,5,2010-08-11
200396,4.0,2.0,3,2013-04-12
200397,2.0,2.0,4,2016-01-29
200398,4.0,0.0,4,2016-01-29
200399,3.0,1.0,4,2016-01-29
200400,6.0,0.0,2,2016-01-29
200401,4.0,0.0,3,2016-01-29
200402,-1.0,2.0,2,2016-01-29
200403,3.0,0.0,5,2013-04-12
200404,4.0,2.0,2,2016-01-29
200405,-1.0,2.0,1,2016-01-29
200406,3.0,0.0,5,2013-04-12
200407,3.0,1.0,5,2010-08-11
200408,4.0,2.0,4,2016-01-29
200409,3.0,2.0,3,2016-01-29
200410,-1.0,2.0,1,2016-01-29
200411,3.0,2.0,3,2016-01-29
200412,-1.0,2.0,1,2016-01-29
200413,-1.0,2.0,1,2016-01-29
200414,4.0,2.0,2,2016-01-29
200415,4.0,0.0,3,2016-01-29
200416,-1.0,2.0,1,2016-01-29
200417,-1.0,0.0,5,2010-08-11
200418,4.0,2.0,2,2016-01-29
200419,3.0,2.0,3,2016-01-29
200420,4.0,2.0,2,2016-01-29
200421,3.0,2.0,4,2016-01-29
200422,-1.0,2.0,5,2016-01-29
200423,3.0,0.0,5,2013-04-12
200424,4.0,2.0,2,2016-01-29
200425,2.0,2.0,4,2016-01-29
200426,4.0,2.0,2,2016-01-29
200427,4.0,2.0,3,2016-01-29
200428,4.0,0.0,2,2016-01-29
200429,3.0,0.0,4,2016-01-29
200430,4.0,2.0,2,2016-01-29
200431,3.0,0.0,5,2010-08-11
200432,4.0,0.0,3,2016-01-29
200433,4.0,2.0,3,2013-04-12
200434,4.0,2.0,3,2016-01-29
200435,4.0,2.0,3,2016-01-29
200436,4.0,2.0,2,2016-01-29
200437,3.0,2.0,3,2016-01-29
200438,3.0,2.0,4,2016-01-29
200439,-1.0,2.0,1,2016-01-29
200440,-1.0,2.0,1,2016-01-29
200441,6.0,0.0,3,2016-01-29
200442,-1.0,2.0,1,2016-01-29
200443,2.0,2.0,4,2016-01-29
200444,4.0,2.0,2,2016-01-29
200445,4.0,2.0,3,2016-01-29
200446,-1.0,0.0,1,2016-01-29
200447,4.0,0.0,4,2008-11-03
200448,-1.0,2.0,3,2016-01-29
200449,3.0,0.0,5,2010-08-11
200450,3.0,0.0,2,2016-01-30
200451,4.0,2.0,2,2016-01-30
200452,3.0,0.0,5,2010-08-11
200453,4.0,2.0,4,2013-04-12
200454,3.0,2.0,2,2016-01-30
200455,3.0,0.0,5,2013-04-12
200456,4.0,2.0,4,2016-01-30
200457,4.0,2.0,2,2016-01-30
200458,5.0,2.0,2,2016-01-30
200459,4.0,1.0,2,2013-04-12
200460,3.0,2.0,3,2013-04-12
200461,3.0,2.0,4,2013-04-12
200462,6.0,2.0,2,2016-01-30
200463,3.0,0.0,4,2016-01-30
200464,3.0,2.0,5,2013-04-12
200465,-1.0,2.0,1,2016-01-30
200466,3.0,2.0,4,2016-01-30
200467,3.0,2.0,4,2016-01-30
200468,4.0,2.0,2,2016-01-30
200469,4.0,1.0,3,2016-01-30
200470,-1.0,2.0,5,2016-01-30
200471,3.0,0.0,5,2010-08-11
200472,3.0,0.0,3,2016-01-30
200473,-1.0,2.0,1,2016-01-30
200474,3.0,2.0,4,2013-04-12
200475,-1.0,0.0,5,2010-08-11
200476,5.0,2.0,4,2016-01-30
200477,3.0,2.0,2,2013-04-12
200478,-1.0,2.0,3,2016-01-30
200479,2.0,2.0,2,2016-01-30
200480,3.0,0.0,5,2013-04-12
200481,4.0,2.0,3,2016-01-30
200482,3.0,2.0,4,2013-04-12
200483,3.0,2.0,4,2013-04-12
200484,3.0,0.0,4,2016-01-30
200485,4.0,2.0,3,2016-01-30
200486,4.0,0.0,4,2010-08-11
200487,4.0,2.0,2,2016-01-30
200488,-1.0,2.0,5,2013-04-12
200489,4.0,2.0,2,2016-01-30
200490,4.0,2.0,3,2016-01-30
200491,3.0,2.0,3,2016-01-30
200492,4.0,0.0,4,2016-01-30
200493,3.0,0.0,5,2013-04-13
200494,-1.0,2.0,1,2016-01-30
200495,5.0,0.0,5,2010-08-11
200496,4.0,0.0,5,2010-08-11
200497,3.0,2.0,5,2013-04-13
200498,3.0,1.0,2,2016-01-30
200499,3.0,2.0,2,2016-01-30
200500,4.0,2.0,3,2016-01-30
200501,3.0,0.0,4,2010-08-11
200502,2.0,2.0,5,2016-01-30
200503,3.0,0.0,4,2016-01-30
200504,5.0,2.0,2,2016-01-30
200505,-1.0,2.0,1,2016-01-30
200506,-1.0,2.0,1,2016-01-30
200507,4.0,2.0,2,2016-01-30
200508,4.0,2.0,2,2016-01-30
200509,4.0,2.0,2,2016-01-30
200510,-1.0,2.0,4,2016-01-30
200511,4.0,2.0,2,2016-01-30
200512,3.0,2.0,3,2016-01-31
200513,-1.0,2.0,1,2016-01-30
200514,3.0,2.0,3,2016-01-30
200515,4.0,2.0,4,2016-01-30
200516,3.0,2.0,3,2016-01-30
200517,4.0,2.0,3,2016-01-30
200518,-1.0,2.0,2,2016-01-30
200519,3.0,2.0,5,2013-04-13
200520,4.0,2.0,2,2016-01-30
200521,-1.0,2.0,2,2016-01-30
200522,4.0,2.0,2,2016-01-30
200523,3.0,2.0,4,2016-01-30
200524,4.0,2.0,2,2016-01-30
200525,5.0,2.0,3,2016-01-30
200526,3.0,2.0,3,2013-04-13
200527,4.0,2.0,3,2016-01-30
200528,3.0,1.0,5,2010-08-11
200529,-1.0,2.0,1,2016-01-30
200530,4.0,0.0,5,2008-11-03
200531,3.0,0.0,5,2013-04-13
200532,4.0,2.0,4,2013-04-13
200533,4.0,2.0,3,2016-01-30
200534,-1.0,2.0,2,2016-01-30
200535,4.0,2.0,3,2016-01-30
200536,4.0,2.0,3,2016-01-30
200537,4.0,2.0,2,2016-01-30
200538,4.0,2.0,3,2016-02-01
200539,3.0,0.0,3,2016-01-30
200540,-1.0,2.0,1,2016-01-30
200541,3.0,2.0,2,2016-01-30
200542,5.0,2.0,2,2016-01-30
200543,5.0,2.0,5,2013-04-13
200544,2.0,1.0,4,2016-01-30
200545,3.0,2.0,4,2016-01-30
200546,3.0,2.0,2,2016-01-30
200547,5.0,2.0,2,2016-01-30
200548,-1.0,2.0,3,2016-01-30
200549,4.0,2.0,3,2016-01-30
200550,3.0,2.0,3,2016-01-30
200551,3.0,0.0,5,2013-04-13
200552,-1.0,2.0,1,2016-01-30
200553,3.0,2.0,4,2013-04-13
200554,4.0,2.0,3,2016-01-30
200555,3.0,2.0,4,2016-01-30
200556,4.0,2.0,4,2016-01-30
200557,3.0,0.0,5,2008-11-03
200558,4.0,2.0,2,2016-01-30
200559,3.0,0.0,5,2010-08-11
200560,-1.0,2.0,2,2016-01-30
200561,3.0,0.0,5,2010-08-11
200562,4.0,2.0,3,2016-01-30
200563,4.0,2.0,2,2016-01-30
200564,3.0,0.0,5,2010-08-11
200565,5.0,2.0,3,2016-02-01
200566,3.0,2.0,3,2016-01-30
200567,3.0,1.0,4,2016-01-30
200568,3.0,2.0,4,2016-01-30
200569,4.0,2.0,2,2016-02-01
200570,3.0,0.0,3,2010-08-11
200571,4.0,2.0,3,2016-01-30
200572,4.0,2.0,3,2016-01-30
200573,-1.0,2.0,2,2016-01-30
200574,3.0,0.0,5,2010-08-11
200575,3.0,0.0,5,2013-04-13
200576,3.0,0.0,5,2013-04-13
200577,2.0,2.0,3,2016-01-30
200578,4.0,1.0,3,2016-01-30
200579,-1.0,2.0,2,2016-01-30
200580,4.0,1.0,2,2016-01-30
200581,4.0,2.0,2,2016-01-30
200582,4.0,2.0,2,2016-01-30
200583,4.0,2.0,3,2016-01-30
200584,4.0,0.0,3,2016-01-30
200585,3.0,0.0,5,2013-04-13
200586,4.0,0.0,5,2010-08-11
200587,4.0,2.0,4,2016-01-30
200588,4.0,2.0,4,2013-04-13
200589,3.0,1.0,4,2013-04-13
200590,4.0,2.0,4,2013-04-13
200591,3.0,0.0,4,2010-08-11
200592,4.0,2.0,4,2016-01-30
200593,4.0,2.0,2,2016-01-30
200594,5.0,2.0,2,2016-02-01
200595,2.0,1.0,3,2016-01-30
200596,4.0,2.0,3,2016-01-30
200597,2.0,2.0,3,2016-01-30
200598,3.0,0.0,2,2016-01-30
200599,-1.0,2.0,4,2016-01-30
200600,4.0,2.0,5,2013-04-13
200601,4.0,2.0,2,2016-01-30
200602,-1.0,2.0,1,2016-01-30
200603,4.0,0.0,3,2016-01-30
200604,-1.0,2.0,2,2016-01-30
200605,-1.0,2.0,1,2016-01-30
200606,4.0,2.0,2,2016-01-30
200607,3.0,2.0,5,2013-04-13
200608,-1.0,2.0,5,2016-01-31
200609,4.0,2.0,2,2016-01-30
200610,3.0,2.0,4,2013-04-13
200611,3.0,0.0,5,2013-04-13
200612,3.0,2.0,2,2016-01-31
200613,4.0,2.0,3,2016-01-30
200614,2.0,1.0,5,2013-04-13
200615,4.0,2.0,2,2016-01-30
200616,3.0,2.0,4,2013-04-13
200617,5.0,0.0,4,2016-01-31
200618,3.0,0.0,4,2016-01-31
200619,4.0,2.0,3,2016-01-31
200620,5.0,2.0,2,2016-01-31
200621,4.0,2.0,3,2016-01-31
200622,-1.0,2.0,3,2016-01-31
200623,4.0,2.0,3,2013-04-13
200624,3.0,2.0,3,2016-01-31
200625,-1.0,2.0,1,2016-01-31
200626,4.0,2.0,5,2013-04-13
200627,4.0,2.0,3,2016-01-31
200628,2.0,2.0,4,2016-01-31
200629,5.0,2.0,3,2016-01-31
200630,-1.0,0.0,3,2010-08-12
200631,4.0,2.0,4,2016-01-31
200632,3.0,2.0,4,2016-01-31
200633,3.0,0.0,4,2013-04-13
200634,4.0,2.0,2,2016-01-31
200635,3.0,2.0,5,2016-01-31
200636,4.0,2.0,2,2016-01-31
200637,3.0,2.0,2,2016-01-31
200638,3.0,2.0,4,2013-04-13
200639,2.0,2.0,4,2016-01-31
200640,-1.0,2.0,1,2016-01-31
200641,4.0,2.0,4,2016-01-31
200642,4.0,2.0,5,2013-04-13
200643,3.0,2.0,3,2016-01-31
200644,3.0,2.0,3,2016-01-31
200645,2.0,2.0,2,2013-04-13
200646,-1.0,2.0,1,2016-01-31
200647,-1.0,2.0,1,2016-01-31
200648,-1.0,2.0,5,2016-01-31
200649,3.0,0.0,4,2013-04-13
200650,4.0,2.0,3,2016-01-31
200651,-1.0,2.0,1,2016-01-31
200652,4.0,2.0,4,2013-04-13
200653,2.0,2.0,5,2013-04-13
200654,2.0,2.0,2,2016-01-31
200655,-1.0,2.0,3,2016-01-31
200656,4.0,2.0,3,2016-01-31
200657,4.0,1.0,3,2016-01-31
200658,4.0,2.0,2,2016-01-31
200659,5.0,2.0,3,2016-01-31
200660,3.0,2.0,2,2016-01-31
200661,-1.0,2.0,3,2013-04-13
200662,2.0,2.0,2,2016-01-31
200663,3.0,1.0,3,2016-01-31
200664,3.0,0.0,4,2010-08-12
200665,5.0,2.0,2,2016-01-31
200666,6.0,2.0,2,2016-01-31
200667,3.0,2.0,2,2016-01-31
200668,2.0,0.0,2,2016-01-31
200669,2.0,2.0,4,2013-04-13
200670,4.0,2.0,2,2016-01-31
200671,5.0,2.0,3,2013-04-13
200672,3.0,0.0,5,2013-04-13
200673,4.0,2.0,3,2016-01-31
200674,5.0,0.0,5,2010-08-12
200675,4.0,2.0,4,2016-01-31
200676,2.0,0.0,5,2013-04-13
200677,2.0,0.0,5,2013-04-13
200678,3.0,2.0,2,2016-01-31
200679,4.0,2.0,2,2016-01-31
200680,3.0,2.0,2,2016-01-31
200681,-1.0,2.0,2,2016-01-31
200682,3.0,0.0,5,2010-08-12
200683,3.0,0.0,5,2010-08-12
200684,4.0,0.0,5,2010-08-12
200685,3.0,0.0,3,2016-01-31
200686,4.0,2.0,2,2016-01-31
200687,4.0,1.0,4,2016-01-31
200688,2.0,2.0,4,2016-01-31
200689,2.0,1.0,4,2016-01-31
200690,3.0,2.0,4,2010-08-12
200691,-1.0,2.0,1,2016-01-31
