购物距离注册时长	购物时是否咨询客服	是否团购	是否是新用户	是否直降	是否换购	是够满减	是否买赠	是够加价购	留存标签	咨询数量	同时购买同样物品数量
4	1	0	1	0	0	0	0	0	0	0	1
1	1	0	0	0	0	0	0	0	0	0	1
9	1	0	0	0	0	0	0	1	0	0	1
11	1	0	0	0	0	0	0	0	0	0	1
20	1	0	0	0	0	0	0	0	0	0	1
25	1	0	0	0	0	0	0	0	0	0	1
11	1	0	0	0	0	0	0	0	0	0	1
43	1	0	0	0	0	1	0	0	0	2	1
48	1	0	0	0	0	0	0	0	0	0	1
31	1	0	1	0	0	0	0	0	0	0	0
60	1	0	1	0	0	0	0	0	0	0	1
16	1	0	0	0	0	0	0	0	0	0	1
42	1	0	1	0	0	0	0	0	0	0	1
59	1	0	0	0	0	0	0	0	0	0	1
13	1	0	1	0	0	0	0	0	0	0	1
50	1	0	1	0	0	0	0	0	0	0	1
1	1	0	0	0	0	0	0	0	0	0	1
4	1	0	0	0	0	1	0	0	0	0	1
5	0	0	1	0	0	0	0	0	0	2	1
95	0	0	1	0	0	0	0	0	0	0	1
31	1	0	1	0	0	0	0	0	0	0	0
18	1	0	1	0	0	0	0	0	0	0	1
34	1	0	1	0	0	0	0	0	0	0	1
4	1	0	1	0	0	0	0	0	0	0	1
13	1	0	1	0	0	0	0	0	0	0	0
5	1	0	0	0	0	0	0	0	0	0	0
46	0	0	1	0	0	0	0	0	0	0	1
15	1	0	0	0	0	0	0	0	0	0	1
69	0	0	0	0	0	0	0	0	0	0	0
63	0	0	1	0	0	0	0	0	0	0	1
4	1	0	0	0	0	0	0	0	0	0	0
48	1	0	1	0	0	0	0	0	0	0	2
59	1	0	1	0	0	0	0	0	0	0	2
34	0	0	0	0	0	0	0	0	0	0	1
110	0	0	0	0	0	1	0	0	0	0	0
66	1	0	0	0	0	0	0	0	0	0	0
39	1	0	0	0	0	0	0	1	0	0	1
7	1	0	1	0	0	0	0	0	0	0	0
1	1	0	1	0	0	0	0	0	0	0	0
8	1	0	1	0	0	0	0	0	0	1	1
31	1	0	1	0	0	0	0	0	0	0	0
5	1	1	1	0	0	0	0	0	0	0	0
56	1	0	1	0	0	0	0	0	0	0	0
4	1	0	0	0	0	0	0	0	0	0	1
6	1	0	0	0	0	0	0	0	0	0	3
24	0	0	1	0	0	0	0	0	0	0	0
7	1	0	1	0	0	0	0	0	0	0	1
60	1	0	1	0	0	0	0	0	0	0	1
46	0	0	0	0	0	0	0	0	0	0	1
20	1	0	1	0	0	0	0	0	0	0	1
33	1	0	1	0	0	0	0	0	0	0	1
14	1	0	1	0	0	0	0	0	0	1	1
90	0	0	1	1	0	1	0	0	0	3	1
4	1	0	1	0	0	0	0	0	0	0	1
10	1	0	0	0	0	0	0	0	0	0	1
49	0	0	1	0	0	0	0	0	0	0	1
4	1	0	1	0	0	0	0	0	0	0	0
62	1	0	1	0	0	0	0	0	0	0	0
46	0	0	1	0	0	0	0	0	0	0	1
54	1	0	0	0	0	0	0	0	0	1	0
85	0	0	0	0	0	0	0	1	0	0	1
84	0	0	1	0	0	0	0	0	0	0	1
11	1	0	1	0	0	0	0	0	0	0	2
67	1	0	0	0	0	0	0	0	0	0	1
35	1	0	1	0	0	0	0	1	0	0	1
98	0	0	1	0	0	0	0	0	0	0	1
21	1	0	0	0	0	0	0	0	0	0	0
60	0	0	1	0	0	0	0	0	0	0	1
32	0	0	0	0	0	0	0	0	0	0	1
104	0	0	1	0	0	0	0	0	0	0	1
33	0	0	1	0	0	0	0	0	0	0	1
71	0	0	0	0	0	0	0	1	0	0	1
81	1	0	0	0	0	0	0	0	0	0	0
33	1	1	1	0	0	0	0	0	0	0	1
29	1	0	0	0	0	0	0	1	0	0	1
92	1	0	1	0	0	0	0	0	0	0	0
4	1	0	0	0	0	0	0	0	0	1	2
9	1	0	1	0	0	0	0	0	0	0	1
54	0	0	0	0	0	0	0	0	0	0	1
1	1	0	1	0	0	0	0	0	0	0	2
39	1	0	1	0	0	0	0	0	0	0	1
90	1	1	1	0	0	0	0	0	0	0	1
44	0	0	0	0	0	0	0	0	0	0	1
18	1	0	1	0	0	1	0	0	0	0	0
81	1	0	0	0	0	0	0	0	0	0	1
20	1	0	0	0	0	0	0	0	0	0	1
9	0	0	1	0	0	0	0	0	0	0	2
94	1	0	0	0	0	1	0	0	0	0	1
78	1	0	1	0	0	0	0	0	0	0	1
90	0	0	1	0	0	0	0	0	0	0	1
45	0	0	0	0	0	0	0	0	0	0	0
62	0	1	1	0	0	0	0	0	0	0	1
33	0	0	0	0	0	0	0	0	0	0	1
95	0	1	1	1	0	0	0	0	0	0	1
40	1	0	0	0	0	1	0	0	0	0	1
38	0	0	0	0	0	0	0	0	0	0	0
34	1	0	1	0	0	0	0	0	0	0	0
8	1	0	1	0	0	0	0	0	0	0	0
20	1	0	0	0	0	0	0	0	0	0	1
4	1	0	1	0	0	1	0	0	0	0	1
39	0	0	1	0	0	0	0	0	0	0	1
51	1	0	1	0	0	0	0	0	0	0	2
46	1	0	0	0	0	0	0	0	0	0	0
34	1	0	1	0	0	1	0	0	0	0	1
5	1	0	1	0	0	0	0	0	0	1	1
51	1	0	1	0	0	0	0	0	0	4	1
7	1	0	1	0	0	1	0	0	0	0	1
111	0	0	0	0	0	0	0	0	0	0	0
36	1	0	1	0	0	0	0	0	0	0	2
68	0	0	0	0	0	0	0	1	0	0	1
95	1	0	1	0	0	0	0	0	0	0	1
95	0	0	1	1	0	1	0	0	0	0	1
4	1	0	1	0	0	0	0	0	0	0	1
18	1	0	1	0	0	0	0	0	0	0	1
14	1	0	0	0	0	0	0	0	0	0	1
64	0	0	1	0	0	0	0	0	0	0	0
10	1	0	0	0	0	0	0	0	0	0	1
19	1	0	0	0	0	1	0	0	0	0	1
19	1	0	1	0	0	1	0	0	0	0	1
19	1	0	1	0	0	0	0	0	0	0	1
19	1	1	1	0	0	0	0	0	0	0	1
29	1	0	1	0	0	0	0	0	0	0	1
12	1	0	1	0	0	0	0	0	0	0	0
19	1	1	1	0	0	0	0	0	0	0	1
2	1	0	1	0	0	0	0	0	0	0	0
2	1	0	1	0	0	0	0	0	0	0	1
9	1	0	1	0	0	0	0	0	0	0	0
43	0	0	1	0	0	1	0	0	0	0	2
52	1	0	1	0	0	1	0	0	0	0	1
56	1	0	0	0	0	0	0	1	0	0	1
5	1	0	0	0	0	0	0	0	0	0	2
5	1	0	0	0	0	1	0	0	0	0	1
18	1	0	1	0	0	0	0	0	0	0	0
7	1	0	0	0	0	0	0	0	0	0	0
68	1	1	1	0	0	1	0	0	0	0	1
54	1	0	1	0	0	1	0	0	0	0	1
18	1	0	0	0	0	1	0	0	0	0	1
11	1	1	1	0	0	0	0	0	0	0	1
54	0	0	1	0	0	0	0	0	0	0	1
67	0	1	1	0	0	1	0	0	0	0	1
51	1	0	1	0	0	0	0	0	0	0	0
10	1	0	1	0	0	0	0	0	0	0	1
29	0	0	0	0	0	1	0	0	0	0	1
83	0	0	0	0	0	0	0	0	0	0	1
9	1	0	1	0	0	0	0	0	0	0	2
75	1	0	0	0	0	1	0	0	0	2	1
46	0	0	1	0	0	0	0	1	0	0	1
71	0	0	1	0	0	0	0	0	0	0	1
67	0	0	1	0	0	0	0	1	0	0	1
1	1	0	0	0	0	0	0	0	0	0	3
31	1	0	0	0	0	0	0	0	0	0	1
22	1	0	1	0	0	0	0	0	0	0	1
7	1	1	1	0	0	0	0	0	0	1	2
18	1	0	0	0	0	0	0	0	0	0	1
81	0	0	1	0	0	0	0	0	0	0	1
15	1	0	1	0	0	0	0	0	0	0	1
26	0	0	1	0	0	0	0	0	0	0	1
68	1	1	1	0	0	0	0	0	0	0	0
61	1	0	1	0	0	0	0	0	0	0	0
17	1	0	1	0	0	0	0	0	0	0	1
74	1	0	1	0	0	0	0	0	0	0	0
8	1	0	1	0	0	0	0	1	0	0	1
60	0	0	1	0	0	1	0	0	0	0	1
53	1	0	1	0	0	0	0	0	0	0	0
34	1	0	1	0	0	0	0	0	0	2	0
20	1	1	1	0	0	1	0	0	0	0	1
20	1	0	0	0	0	1	0	0	0	0	1
19	1	0	1	0	0	0	0	0	0	1	0
75	0	0	0	0	0	0	0	1	0	0	1
25	1	0	0	0	0	1	0	0	0	0	1
11	1	0	0	0	0	0	0	0	0	0	1
22	1	0	1	0	0	0	0	0	0	0	1
21	1	0	1	0	0	0	0	0	0	0	0
3	1	0	0	0	0	0	0	0	0	0	1
5	1	0	1	0	0	0	0	0	0	0	1
17	1	0	0	0	0	1	0	0	0	0	1
41	1	0	0	0	0	0	0	0	0	0	0
35	0	0	1	0	0	0	0	0	0	0	1
7	1	0	1	0	0	0	0	0	0	0	0
17	1	0	0	0	0	0	0	0	0	2	0
7	1	0	0	0	0	0	0	0	0	0	1
4	1	0	1	0	0	0	0	0	0	0	1
19	1	0	0	0	0	0	0	0	0	0	1
45	0	0	0	0	0	0	0	1	0	0	1
74	0	0	1	0	0	0	0	0	0	0	1
43	1	0	1	0	0	1	0	0	0	0	1
51	1	0	0	0	0	0	0	0	0	0	0
60	0	1	1	0	0	0	0	0	0	0	1
52	1	0	0	0	0	0	0	0	0	0	1
80	0	0	1	0	0	0	0	0	0	0	0
26	1	0	1	0	0	0	0	0	0	0	1
29	1	0	0	0	0	1	0	0	0	0	1
73	0	0	1	0	0	0	0	0	0	0	2
65	0	0	0	0	0	0	0	0	0	0	0
17	0	0	0	0	0	0	0	0	0	0	1
69	0	0	0	0	0	1	0	0	0	0	1
23	1	0	0	0	0	0	0	0	0	0	1
20	1	0	1	0	0	0	0	0	0	0	1
91	0	0	0	0	0	1	0	0	0	0	0
6	1	0	0	0	0	0	0	0	0	0	1
49	0	0	0	0	0	0	0	0	0	0	1
17	1	0	0	0	0	1	0	0	0	0	1
11	1	0	0	0	0	0	0	0	0	0	1
43	0	0	0	0	0	0	0	0	0	0	1
51	0	0	1	0	0	0	0	0	0	2	0
60	0	0	0	0	0	1	0	0	0	0	1
12	1	0	0	0	0	0	0	0	0	0	1
49	1	0	1	0	0	0	0	0	0	0	1
5	1	0	1	0	0	0	0	0	0	0	1
80	0	0	1	0	0	0	0	0	0	0	1
33	1	0	0	0	0	0	0	0	0	0	0
25	1	0	0	0	0	1	0	0	0	0	1
51	0	0	1	0	0	0	0	0	0	0	1
45	0	0	1	0	0	0	0	0	0	0	1
20	1	0	0	0	0	1	0	0	0	0	1
20	1	0	0	0	0	1	0	0	0	0	1
11	1	1	1	0	0	0	0	0	0	0	1
24	1	0	0	0	0	1	0	0	0	0	1
24	0	0	0	0	0	0	0	1	0	0	1
16	1	0	0	0	0	0	0	0	0	0	0
8	1	0	1	0	0	0	0	0	0	0	2
37	1	0	1	0	0	1	0	0	0	0	1
80	0	0	0	0	0	0	0	0	0	0	1
19	1	0	1	0	0	0	0	0	0	0	0
102	1	0	0	0	0	1	0	0	0	2	1
49	1	0	1	0	0	0	0	0	0	0	1
74	1	0	1	0	0	1	0	0	0	0	1
68	0	0	1	0	0	0	0	0	0	0	1
10	1	0	1	0	0	1	0	0	0	0	1
27	0	1	1	0	0	0	0	0	0	0	1
11	1	1	1	0	0	1	0	0	0	0	1
37	1	0	0	0	0	0	0	0	0	1	1
7	1	0	1	0	0	0	0	0	0	0	1
25	1	0	0	0	0	1	0	0	0	0	1
52	1	1	1	1	0	0	0	0	0	0	0
63	1	0	0	0	0	0	0	0	0	0	1
2	1	0	1	0	0	0	0	0	0	2	2
19	1	0	0	0	0	0	0	0	0	0	3
36	0	0	0	0	0	0	0	0	0	0	1
60	1	0	0	0	0	0	0	0	0	0	1
13	1	0	0	0	0	0	0	0	0	0	1
48	0	0	0	0	0	0	0	0	0	0	1
6	1	0	0	0	0	0	0	0	0	0	1
8	1	0	1	0	0	0	0	0	0	0	1
49	1	0	1	0	0	0	0	0	0	0	0
68	0	0	0	0	0	0	0	0	0	0	1
28	1	0	0	0	0	0	0	0	0	0	1
27	1	0	0	0	0	0	0	0	0	0	1
3	1	0	1	0	0	0	0	0	0	0	0
5	1	0	1	0	0	1	0	0	0	0	1
106	0	1	1	0	0	0	0	0	0	0	1
6	1	0	0	0	0	0	0	0	0	0	1
28	1	0	1	0	0	0	0	0	0	0	1
54	1	0	0	0	0	0	0	0	0	0	0
95	0	0	0	0	0	0	0	0	0	0	2
104	0	0	1	0	0	0	0	0	0	0	0
46	0	0	1	0	0	0	0	0	0	0	1
23	1	0	0	0	0	0	0	0	0	0	1
68	1	0	0	0	0	0	0	0	0	0	1
5	1	0	1	0	0	0	0	0	0	0	1
87	0	0	1	0	0	0	0	0	0	0	0
7	1	0	0	0	0	1	0	0	0	0	1
52	1	0	1	0	0	0	0	0	0	0	1
44	0	0	1	0	0	0	0	0	0	0	1
21	1	0	1	0	0	0	0	0	0	0	0
8	1	0	1	0	0	1	0	0	0	0	1
17	1	0	0	0	0	0	0	0	0	0	1
26	1	0	0	0	0	1	0	0	0	0	2
32	1	0	1	0	0	0	0	1	0	0	1
3	1	0	0	0	0	0	0	1	0	0	1
14	1	0	0	0	0	0	0	0	0	0	0
36	1	0	1	0	0	0	0	0	0	0	1
44	1	0	0	0	0	0	0	0	0	0	1
55	1	0	0	0	0	1	0	0	0	0	1
18	1	1	1	0	0	0	0	0	0	0	1
14	1	0	1	0	0	1	0	0	0	0	1
9	1	0	0	0	0	0	0	0	0	0	1
20	1	0	1	0	0	0	0	0	0	1	1
7	1	0	0	0	0	0	0	0	0	1	3
8	1	0	0	0	0	0	0	0	0	0	1
16	1	0	1	0	0	0	0	0	0	0	1
85	0	0	0	0	0	0	0	0	0	0	0
24	1	0	0	0	0	0	0	0	0	0	1
51	1	0	1	0	0	0	0	1	0	0	1
36	1	0	0	0	0	0	0	0	0	0	1
63	1	0	1	0	0	1	0	0	0	0	1
32	0	0	1	0	0	0	0	0	0	0	1
33	1	0	1	0	0	0	0	0	0	2	0
23	1	1	1	0	0	0	0	0	0	5	1
12	1	0	0	0	0	1	0	0	0	0	1
12	1	0	0	0	0	0	0	0	0	0	1
49	1	1	1	0	0	1	0	0	0	0	1
12	1	0	0	0	0	0	0	0	0	0	1
5	1	0	0	0	0	1	0	0	0	0	1
67	0	0	0	0	0	0	0	0	0	0	0
14	1	1	1	0	0	1	0	0	0	0	1
64	1	0	1	0	0	0	0	0	0	0	0
6	1	0	0	0	0	0	0	0	0	0	1
41	1	0	1	0	0	1	0	0	0	0	1
17	1	0	0	0	0	0	0	0	0	0	0
4	1	0	1	0	0	0	0	0	0	0	1
32	1	0	1	0	0	0	0	0	0	0	0
1	1	0	0	0	0	0	0	0	0	0	1
10	1	0	1	0	0	0	0	0	0	0	0
5	1	0	1	0	0	0	0	0	0	0	1
68	1	0	1	0	0	0	0	0	0	0	0
32	1	0	1	0	0	0	0	0	0	0	0
17	1	0	1	0	0	0	0	0	0	0	0
58	0	0	0	0	0	0	0	0	0	0	1
61	0	0	0	0	0	0	0	0	0	0	1
10	0	0	1	0	0	0	0	0	0	0	3
32	1	0	0	0	0	0	0	0	0	0	1
1	1	0	0	0	0	0	0	0	0	0	0
16	1	0	0	0	0	0	0	0	0	0	1
40	1	0	0	0	0	0	0	0	0	0	1
98	1	0	1	0	0	0	0	0	0	1	2
5	1	0	1	0	0	0	0	0	0	0	0
8	1	0	1	0	0	0	0	0	0	0	0
28	1	0	0	0	0	0	0	0	0	0	1
60	1	0	1	0	0	0	0	0	0	0	0
56	1	0	1	0	0	0	0	0	0	0	0
34	1	0	0	0	0	0	0	0	0	0	1
40	1	0	0	0	0	0	0	0	0	2	1
19	1	0	1	0	0	0	0	0	0	0	1
48	1	0	0	0	0	0	0	0	0	0	0
24	1	0	1	0	0	0	0	0	0	0	0
50	1	0	0	0	0	0	0	0	0	0	0
44	1	0	1	0	0	0	0	0	0	0	0
12	1	1	1	0	0	0	0	0	0	0	1
17	1	0	0	0	0	1	0	0	0	1	2
12	1	0	1	0	0	0	0	0	0	0	0
60	1	0	1	0	0	0	0	0	0	0	0
20	1	0	0	0	0	0	0	0	0	0	1
8	1	0	1	0	0	0	0	0	0	0	1
1	1	0	1	0	0	0	0	0	0	0	2
54	1	0	0	0	0	0	0	0	0	0	1
20	1	0	0	0	0	0	0	0	0	0	1
36	1	0	0	0	0	1	0	0	0	0	1
53	0	0	1	0	0	0	0	0	0	0	1
13	1	0	1	0	0	0	0	0	0	0	1
12	1	0	1	0	0	0	0	0	0	0	1
6	0	0	0	0	0	0	0	0	0	0	0
9	1	0	0	0	0	0	0	0	0	0	1
26	1	0	1	0	0	0	0	1	0	0	1
64	0	1	1	0	0	0	0	0	0	1	1
27	1	0	0	0	0	0	0	0	0	2	2
60	1	0	0	0	0	0	0	0	0	0	2
6	1	0	0	0	0	0	0	0	0	0	1
19	1	0	1	0	0	0	0	0	0	0	1
52	1	0	1	0	0	0	0	0	0	0	0
12	1	0	1	0	0	0	0	0	0	0	1
1	1	0	1	0	0	0	0	0	0	0	0
5	1	0	1	0	0	1	0	0	0	0	1
39	0	0	1	0	0	0	0	0	0	0	1
23	1	0	1	0	0	0	0	0	0	0	1
63	1	0	1	0	0	0	0	0	0	0	1
5	1	0	0	0	0	0	0	0	0	0	1
12	1	0	0	0	0	0	0	0	0	0	1
10	0	0	0	0	0	0	0	0	0	0	1
1	1	0	0	0	0	0	0	0	0	0	0
12	1	0	0	0	0	1	0	0	0	0	1
38	0	0	1	0	0	0	0	0	0	0	1
11	1	0	1	0	0	0	0	0	0	0	1
14	1	0	1	0	0	1	0	0	0	0	1
64	1	0	1	0	0	0	0	0	0	1	1
8	1	0	0	0	0	0	0	0	0	0	1
21	1	0	0	0	0	0	0	0	0	0	0
7	1	0	0	0	0	0	0	0	0	0	2
12	1	0	0	0	0	0	0	0	0	0	1
19	1	0	1	0	0	0	0	0	0	0	1
16	1	1	1	0	0	0	0	0	0	0	1
32	0	1	1	0	0	0	0	0	0	0	1
96	0	0	0	1	0	1	0	0	0	0	1
84	0	0	1	0	0	0	0	0	0	0	0
17	1	1	1	0	0	1	0	0	0	0	1
10	0	0	0	0	0	0	0	0	0	0	1
88	0	0	0	0	0	0	0	1	0	0	1
54	1	0	0	0	0	0	0	0	0	0	1
12	1	1	1	0	0	0	0	0	0	0	1
27	1	0	0	0	0	0	0	0	0	0	1
12	1	1	1	0	0	0	0	0	0	0	1
5	1	0	1	0	0	0	0	0	0	0	2
5	1	0	0	0	0	0	0	0	0	1	0
17	1	0	1	0	0	0	0	0	0	0	0
12	1	0	1	0	0	0	0	0	0	0	1
13	1	0	1	0	0	0	0	0	0	0	1
9	1	0	1	0	0	0	0	0	0	0	1
14	1	0	1	0	0	1	0	0	0	0	1
21	1	0	1	0	0	0	0	0	0	0	1
29	0	0	0	0	0	0	0	0	0	0	1
16	1	0	0	0	0	0	0	0	0	1	1
16	1	1	1	0	0	0	0	0	0	1	1
68	0	0	1	0	0	0	0	0	0	0	1
36	1	0	0	0	0	1	0	0	0	0	1
36	1	0	0	0	0	1	0	0	0	0	1
15	1	0	0	0	0	0	0	0	0	0	1
11	1	0	1	0	0	0	0	0	0	0	1
3	1	0	1	0	0	0	0	0	0	1	1
7	1	0	0	0	0	0	0	0	0	0	2
18	1	0	0	0	0	0	0	0	0	0	1
28	1	0	0	0	0	0	0	0	0	0	0
58	1	0	1	0	0	1	0	0	0	0	1
80	0	1	1	0	0	0	0	0	0	0	1
19	1	0	0	0	0	0	0	0	0	0	0
16	1	0	1	0	0	1	0	0	0	0	1
25	1	0	0	0	0	1	0	0	0	0	1
73	0	0	0	0	0	1	0	0	0	0	1
38	1	0	1	0	0	0	0	0	0	0	1
5	1	1	1	0	0	0	0	0	0	0	1
73	0	0	1	0	0	0	0	0	0	0	1
36	1	0	0	0	0	1	0	0	0	0	1
103	0	0	0	0	0	0	0	1	0	0	1
19	1	0	0	0	0	0	0	0	0	0	1
22	0	0	0	0	0	0	0	0	0	0	1
13	1	1	1	0	0	0	0	0	0	0	1
16	1	0	1	0	0	0	0	0	0	0	1
45	1	0	1	0	0	0	0	0	0	0	1
4	1	0	0	0	0	1	0	0	0	0	1
88	0	0	1	0	0	1	0	0	0	0	1
1	1	0	1	0	0	0	0	0	0	2	1
16	1	0	1	0	0	0	0	0	0	0	1
90	0	0	1	0	0	0	0	1	0	8	1
54	1	1	1	0	0	0	0	0	0	0	1
104	0	0	0	0	0	0	0	0	0	0	1
14	1	0	1	0	0	0	0	0	0	0	0
98	1	0	0	0	0	0	0	0	0	0	0
4	1	0	1	0	0	0	0	0	0	2	1
68	1	0	0	0	0	0	0	0	0	0	0
2	1	0	0	0	0	0	0	0	0	0	2
54	1	1	1	0	0	0	0	0	0	0	1
24	1	0	1	0	0	0	0	0	0	0	0
32	1	0	0	0	0	0	0	0	0	0	0
48	1	0	1	0	0	0	0	0	0	0	1
60	0	0	1	0	0	1	0	0	0	0	1
15	1	0	0	0	0	0	0	0	0	0	1
4	1	0	1	0	0	0	0	0	0	0	1
14	1	1	1	0	0	0	0	0	0	0	1
95	0	0	1	1	0	1	0	0	0	0	1
18	1	1	1	0	0	0	0	0	0	0	1
8	1	0	0	0	0	0	0	0	0	0	1
29	1	0	0	0	0	0	0	0	0	0	0
91	0	1	0	1	0	0	0	0	0	0	1
64	0	0	0	0	0	0	0	0	0	0	1
89	0	0	1	1	0	1	0	0	0	0	1
10	1	0	1	0	0	0	0	0	0	0	0
33	1	0	1	0	0	0	0	0	0	0	1
39	0	0	1	0	0	0	0	0	0	0	0
10	1	1	1	0	0	0	0	0	0	0	1
25	1	0	1	0	0	0	0	0	0	0	1
91	0	1	0	0	0	0	0	0	0	0	1
34	1	0	0	0	0	0	0	0	0	0	0
12	1	0	1	0	0	1	0	0	0	0	1
54	1	0	0	0	0	0	0	0	0	0	1
62	0	0	1	0	0	1	0	0	0	0	1
40	1	0	0	0	0	0	0	0	0	0	1
3	1	0	0	0	0	0	0	0	0	1	0
9	1	0	1	0	0	0	0	0	0	0	1
24	1	0	1	0	0	0	0	0	0	0	1
58	0	0	1	0	0	0	0	0	0	0	2
19	1	0	0	0	0	1	0	0	0	0	1
8	1	0	1	0	0	0	0	0	0	0	1
63	1	0	0	0	0	0	0	0	0	0	1
25	1	0	0	0	0	0	0	0	0	0	0
98	1	0	1	0	0	1	0	0	0	0	1
8	1	0	0	0	0	0	0	0	0	1	3
98	0	0	0	0	0	1	0	0	0	0	0
45	0	0	1	0	0	0	0	0	0	0	0
78	0	1	1	1	0	0	0	0	0	0	1
12	1	0	1	0	0	0	0	0	0	0	1
4	1	0	1	0	0	0	0	0	0	0	1
4	1	0	1	0	0	1	0	0	0	0	2
9	1	0	1	0	0	0	0	0	0	3	2
38	1	1	1	0	0	0	0	0	0	0	0
24	0	0	1	0	0	0	0	0	0	0	1
15	1	0	0	0	0	0	0	0	0	0	0
91	1	0	1	0	0	0	0	0	0	1	1
72	0	0	1	0	0	0	0	0	0	0	1
58	1	0	0	0	0	0	0	0	0	0	1
80	1	0	1	0	0	0	0	0	0	0	1
9	0	0	1	0	0	0	0	0	0	2	2
26	1	0	0	0	0	0	0	0	0	0	1
9	1	0	1	0	0	0	0	0	0	0	1
12	1	0	1	0	0	0	0	0	0	0	0
25	1	0	1	0	0	1	0	0	0	0	1
9	1	0	1	0	0	0	0	0	0	0	1
110	1	0	1	0	0	0	0	0	0	0	1
25	0	1	1	1	0	0	0	0	0	0	0
4	1	0	0	0	0	0	0	0	0	0	1
6	0	1	1	0	0	0	0	0	0	0	1
23	1	0	1	0	0	0	0	0	0	0	0
6	1	0	1	0	0	0	0	0	0	0	1
50	1	0	0	0	0	0	0	0	0	0	1
63	0	0	1	0	0	0	0	0	0	0	0
19	1	0	0	0	0	0	0	0	0	0	2
39	1	0	1	0	0	0	0	0	0	0	0
36	1	0	1	0	0	0	0	0	0	0	0
6	1	0	0	0	0	0	0	0	0	0	1
45	1	0	1	0	0	0	0	0	0	0	0
42	0	0	0	0	0	0	0	0	0	0	1
2	0	0	0	0	0	0	0	0	0	1	1
4	1	0	1	0	0	0	0	0	0	0	0
5	1	0	0	0	0	0	0	0	0	3	1
61	1	1	1	0	0	1	0	0	0	0	1
56	1	0	0	0	0	0	0	0	0	0	1
2	1	0	0	0	0	0	0	0	0	0	1
33	1	0	0	0	0	0	0	0	0	0	0
47	1	0	1	0	0	1	0	0	0	0	1
84	1	0	1	0	0	0	0	0	0	2	1
72	0	0	1	0	0	0	0	0	0	0	1
9	1	0	1	0	0	0	0	0	0	0	1
25	1	0	0	0	0	0	0	0	0	0	1
4	1	0	1	0	0	1	0	0	0	0	2
8	1	1	1	0	0	0	0	0	0	0	1
5	0	0	1	0	0	1	0	0	0	0	1
5	1	0	1	0	0	0	0	0	0	0	1
41	1	0	0	0	0	0	0	0	0	0	0
1	1	0	1	0	0	0	0	0	0	0	1
47	1	0	0	0	0	0	0	0	0	0	1
8	1	0	0	0	0	0	0	0	0	0	2
12	1	0	0	0	0	0	0	0	0	0	1
63	1	0	0	0	0	0	0	0	0	0	0
104	1	0	1	0	0	1	0	0	0	2	0
50	1	0	0	0	0	0	0	0	0	1	0
34	0	0	1	0	0	1	0	0	0	0	1
6	0	0	1	0	0	0	0	0	0	1	0
54	1	1	1	0	0	0	0	0	0	0	1
13	1	1	1	0	0	1	0	0	0	1	1
5	1	0	1	0	0	0	0	0	0	0	1
30	1	0	1	0	0	0	0	0	0	0	2
26	1	0	1	0	0	0	0	0	0	0	1
38	0	0	0	0	0	0	0	0	0	0	0
86	1	0	1	0	0	0	0	0	0	0	0
18	1	0	0	0	0	0	0	0	0	0	0
34	1	0	1	0	0	1	0	0	0	0	1
46	0	1	1	1	0	0	0	0	0	0	1
5	1	0	1	0	0	0	0	0	0	3	1
53	0	0	0	0	0	0	0	0	0	0	1
83	0	1	1	0	0	0	0	0	0	0	0
62	0	0	1	0	0	1	0	0	0	0	1
45	1	0	1	0	0	0	0	0	0	0	0
25	1	0	1	0	0	0	0	0	0	0	1
51	1	0	0	0	0	0	0	0	0	0	0
95	0	0	0	0	0	0	0	0	0	0	1
16	1	0	1	0	0	0	0	0	0	0	1
87	0	0	1	0	0	0	0	0	0	0	0
17	1	0	0	0	0	0	0	0	0	0	1
4	1	0	1	0	0	1	0	0	0	0	1
10	1	0	0	0	0	0	0	0	0	0	1
36	1	0	0	0	0	0	0	0	0	0	1
33	1	0	0	0	0	0	0	0	0	0	0
58	1	0	0	0	0	1	0	0	0	0	1
32	1	0	1	0	0	0	0	0	0	0	1
5	1	0	0	0	0	1	0	0	0	0	1
65	0	0	1	0	0	0	0	1	0	0	1
34	1	0	0	0	0	0	0	0	0	0	1
20	1	0	1	0	0	1	0	0	0	2	1
30	1	0	1	0	0	0	0	0	0	0	1
11	1	1	1	0	0	0	0	0	0	0	1
20	1	0	0	0	0	1	0	0	0	1	1
8	1	0	0	0	0	1	0	0	0	0	1
11	1	0	1	0	0	0	0	0	0	0	2
26	1	0	1	0	0	0	0	0	0	0	1
11	1	0	1	0	0	0	0	0	0	0	1
5	1	0	1	0	0	1	0	0	0	0	1
15	1	0	1	0	0	0	0	0	0	0	1
89	0	0	1	0	0	1	0	0	0	0	0
53	1	0	1	0	0	0	0	0	0	0	0
14	1	0	1	0	0	0	0	0	0	0	1
42	1	0	1	0	0	0	0	0	0	0	0
57	1	0	0	0	0	0	0	0	0	0	0
18	1	0	0	0	0	1	0	0	0	0	1
48	1	0	1	0	0	1	0	0	0	0	1
68	1	0	1	0	0	1	0	0	0	0	1
82	1	0	0	0	0	0	0	0	0	0	1
82	0	0	1	0	0	1	0	0	0	0	1
54	1	0	0	0	0	0	0	0	0	0	0
10	1	0	1	0	0	1	0	0	0	0	1
48	0	0	0	0	0	1	0	0	0	0	1
37	1	0	1	0	0	0	0	0	0	0	1
