,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,feature25,feature26,feature27,feature28,feature29,feature30,feature31,feature32,feature33,feature34,feature35,feature36,feature37,feature38,feature39,feature40,feature41,feature42,feature43,feature44,feature45,feature46,feature47,feature48,收入,feature49,feature50
feature11,0.4169329159884842,0.0819683494030453,0.397414811372362,0.004465588348183166,0.21545658216388514,0.06280310289549922,0.2908494889300242,0.4302451172376463,0.573693755280179,0.761334136127624,1.0,0.14123414533179904,0.05293312329749993,0.016339397298147602,0.0164109087902915,0.045423274213195176,0.030062887587686316,0.06967491408811885,0.1065400490475484,0.0164109087902915,0.05152869727552496,0.14113269505602127,0.2614451124765607,0.2642646848713621,0.14648804365087134,0.07484019971904922,0.2166785936377176,0.21306017592533955,0.2131361491279575,0.12584966825748556,-0.013363738472744,0.1749128913075012,0.2891881258521797,-0.012311561473075744,-0.07229835655415243,-0.04289306748310974,-0.08318582309479489,-0.08880795971441463,0.05497184661715708,0.08092656910779213,0.1727165316084568,0.12946682362175352,0.1393054713440052,0.1479521319859434,0.14395383076582546,0.001976984077897901,0.586364975445079,0.11390348117287401,0.12542452311837804,0.13336130734547236,0.11633582762330107
feature12,0.0489241569878909,0.019736409494089637,0.07243450518963519,-0.011307687946739205,0.08641919344843628,0.04069157792898861,0.2222346216890241,0.23270679118247065,0.2156552755939113,0.17207742028115414,0.14123414533179904,1.0,0.05304601360046529,0.05009416522054976,-0.012525174057482562,-0.00987704697163127,-0.0472339652515803,-0.11039266851052341,-0.06868632785765401,-0.012525174057482562,-0.0295251239354646,-0.07415983540298363,-0.018341888421601924,-0.010589738038550666,-0.07242807670686441,-0.12708647242574922,-0.0780027949712892,-0.0754364199182009,-0.07541466937601937,-0.08156230561000032,-0.15794625100197704,-0.09764071911843474,0.008837643309235586,0.014036688529299629,0.014934646280376647,0.024572551619477984,0.04159462521906642,0.03731428140542749,-0.06322037803555178,-0.03651842475284012,-0.08242765403196545,-0.004686191154166116,-0.028583788982168068,0.005580351855856668,-0.01906348316825491,0.003081682011427073,0.22538741493337922,-0.007392081108643434,0.024047041784529682,0.00045444063691373553,-0.00541671328352895
feature13,0.029169605315438947,-0.008893976714479796,0.04032714367268047,-0.0025039748850182756,0.0548799699908445,0.05198158961255523,0.02531300407715889,0.03937807648648923,0.07098088652067973,0.05731026047449077,0.05293312329749993,0.05304601360046529,1.0,0.2530540230005268,-0.0029414654491857132,0.005425993970292902,-0.011092626432012984,-0.025925086452021903,-0.016130591023930024,-0.0029414654491857132,-0.0069338063918691125,0.0041518527499378064,0.03347302925903705,0.03634287615227674,0.0020404621727547713,-0.007178299600494182,0.024167611704169877,0.02399766290816166,0.023978213497435456,-0.00018984191227314757,-0.013051845898941416,0.033849038181923315,0.045737991588227014,-0.005969271997840694,-0.016020131924893342,-0.012964711636905686,-0.025280601208324573,-0.01609683813786686,0.012441266724384226,0.034691795226158506,0.03440572257674593,0.04583492689956581,0.029851451045136642,0.016017714057890833,0.024044228936104067,-0.0031606935934894676,0.05430426286429178,0.016141670540846823,0.010001762190834665,0.05569680938063772,0.023050855912105785
feature14,-0.006141022565635921,-0.014522951863847073,-0.00042303467968656726,-0.003845409121810745,0.05075522322339598,0.014142156148302613,-0.0011343835830648764,0.004781385218663736,0.02439270134197489,0.014414613005706201,0.016339397298147602,0.05009416522054976,0.2530540230005268,1.0,-0.0009850054565665337,-0.002616406579051877,-0.0037145762042508825,-0.008681506568175896,-0.005401634134649347,-0.0009850054565665337,-0.0023219164898391443,-0.004203722371335083,0.005038574033331296,0.00680427813354526,-0.003169317258158025,-0.0103571520237577,-0.003684328830229058,-0.0030325898357819983,-0.0030367982677519264,0.0005365350200073823,-0.009273317816530235,0.01260698259714467,0.026438584723931718,-0.005897580567222539,-0.007195674243412723,-0.007540999961851136,-0.008770851074255003,-0.004486766670924358,-0.00717425287444628,0.0021752167644004234,0.012790805019381306,0.02000460489505473,0.01157691049500717,-0.002995688441213406,-0.001276622173948544,-0.004623723152137036,0.016028967358372802,0.00144159512950567,-0.0007844356878559456,0.031324548335084156,0.0015914037809955635
feature15,0.007678718051150924,-0.0047849284592393565,0.0036744649558753326,-0.004095752765346513,-0.014045895400874782,-0.0038429359979759415,-0.016955138087494225,-0.01292403433475126,-0.013638731696944652,0.01985646620236548,0.0164109087902915,-0.012525174057482562,-0.0029414654491857132,-0.0009850054565665337,1.0,0.011190459355646156,-0.0008964979610352622,0.05236132019911409,0.05517663167122046,1.0,-0.002473077787802506,0.03418926975672489,0.018155708371319152,0.016037822026613517,0.036945388472589574,0.03591574069445206,0.016207660508584572,0.01567961507422527,0.01567119554911936,0.05007089582036906,0.05256045831878454,0.024105787889789072,0.019171161880883074,-0.0019997185823018753,0.0019924213005131845,-0.00022253963114480456,-0.00783396474009593,-0.006352050796626768,0.014082059552389987,0.004083700656784771,0.02158020863276136,0.001964934278386566,0.009791998309729846,0.0007702284685663121,0.005139237115986901,0.00162677788581201,-0.003077096459401588,0.0017898040698519555,-0.0007162902541067044,0.004542559746763936,0.0226180113234648
feature16,0.04539500058732305,-0.01172618168485679,0.053524927666993766,0.003293766238166861,0.02930851197991074,-0.002450461997502968,-0.016456450158350237,-0.0041227097777448325,0.002600865875778934,0.0433106471247066,0.045423274213195176,-0.00987704697163127,0.005425993970292902,-0.002616406579051877,0.011190459355646156,1.0,0.009342364882533068,0.015882152782964946,0.005688573525856341,0.011190459355646156,-0.0065690773095610925,0.023746368789751643,0.04516627352149736,0.046287210381698266,0.023005984252434684,0.029542477575037262,0.0537739408706906,0.05187396737100838,0.0523400253366291,0.029254942145073362,0.028566566125493548,0.060744641871065555,0.05435302374281193,-0.007792024748652478,-0.009253725407157808,-0.011453043733496489,-0.02266781769010422,-0.017750018422492884,0.030916085769954922,0.023490112543310893,0.05793425663323724,0.03466088597580851,0.03560718984130854,0.07292643893356808,0.08011017209565104,0.008037105571857299,0.03129825292022569,0.0805706906553896,0.06930872153100294,0.02406985402084496,0.014421091510644562
feature17,0.09295144943010479,-0.003105633648691717,0.0819914562500096,0.01622001294449405,-0.05296879167088174,-0.014492182269042553,-0.07567575236627708,-0.06450956129487215,-0.0502307008440784,0.020321248871762534,0.030062887587686316,-0.0472339652515803,-0.011092626432012984,-0.0037145762042508825,-0.0008964979610352622,0.009342364882533068,1.0,0.1691212612840832,0.12852343929138937,-0.0008964979610352622,0.05601320247569711,0.18786492539052943,0.10655375215289745,0.09506337423367452,0.18955059340586508,0.1917947590546253,0.10273784042852707,0.10312214627952233,0.10308123569844826,0.19395989644514375,0.19172282174376126,0.09040497854832856,0.08503950546874314,-0.00851215596765339,0.01739229091449865,0.00991538405393265,0.0013442638634832416,-0.0014383163753939694,0.04157919469743125,0.04574889086390925,0.07451307016220661,0.038485176698499525,0.06368167871496873,0.04003115903110988,0.04323092165041559,0.03010450561408543,-0.006318745317793878,0.01274092725695238,0.01491909310291128,0.0637632096984119,0.05883778402238072
feature18,0.17591703936672437,0.021011405814690555,0.13728354574271875,0.022910077025611007,-0.12379579459770819,-0.03387034445864982,-0.16301634019212105,-0.13892970800090593,-0.12057453827295131,0.04372087168993254,0.06967491408811885,-0.11039266851052341,-0.025925086452021903,-0.008681506568175896,0.05236132019911409,0.015882152782964946,0.1691212612840832,1.0,0.3741373797756955,0.05236132019911409,0.10419227434303063,0.31984271492771466,0.16760205200964745,0.14260254553784826,0.315139656620506,0.4252267034887549,0.21896601451017733,0.2209231104329194,0.22083167897759276,0.338103430185423,0.458850648970952,0.20685182575595068,0.12403393809861175,-0.01317560851558004,-0.017812521358694218,-0.00703616660663643,-0.06573690993521242,-0.046143228521321994,0.11623806185969317,0.11163423235845442,0.18130196103637858,0.1041880632476049,0.14716572153298932,0.04943447259321977,0.08059482886820965,0.030362947914269165,-0.03453506220184978,0.038349859254918794,0.013114423984225044,0.06488455246522207,0.07727723026250093
feature19,0.1108446208641569,-0.009212150355493675,0.06264637949281883,0.021251414213990717,-0.07702575406387256,-0.021074131240141823,-0.08966619022704811,-0.07204004850408437,-0.06653364858624101,0.09586624382555455,0.1065400490475484,-0.06868632785765401,-0.016130591023930024,-0.005401634134649347,0.05517663167122046,0.005688573525856341,0.12852343929138937,0.3741373797756955,1.0,0.05517663167122046,0.04233438818599374,0.19124412830338297,0.12651370661068095,0.11649968227797339,0.20430794383798978,0.2173966976911852,0.1404009205938254,0.1397779590428876,0.13972058743077437,0.20239536360807459,0.22564961009714737,0.1280864613852633,0.09427487149528567,-0.0045160161310628276,-0.023405056971492564,-0.006052528211082801,-0.05618733249299513,-0.0354981108341867,0.06789476339637694,0.07889773426735178,0.11589744199833647,0.07916197482229857,0.0993035246786369,-0.0036796705933991244,0.010225895734455434,0.02396879337083071,-0.06392822593667578,-0.009252859101530344,-0.02040759303015353,0.042331681344395175,0.04163381501341015
feature20,0.007678718051150924,-0.0047849284592393565,0.0036744649558753326,-0.004095752765346513,-0.014045895400874782,-0.0038429359979759415,-0.016955138087494225,-0.01292403433475126,-0.013638731696944652,0.01985646620236548,0.0164109087902915,-0.012525174057482562,-0.0029414654491857132,-0.0009850054565665337,1.0,0.011190459355646156,-0.0008964979610352622,0.05236132019911409,0.05517663167122046,1.0,-0.002473077787802506,0.03418926975672489,0.018155708371319152,0.016037822026613517,0.036945388472589574,0.03591574069445206,0.016207660508584572,0.01567961507422527,0.01567119554911936,0.05007089582036906,0.05256045831878454,0.024105787889789072,0.019171161880883074,-0.0019997185823018753,0.0019924213005131845,-0.00022253963114480456,-0.00783396474009593,-0.006352050796626768,0.014082059552389987,0.004083700656784771,0.02158020863276136,0.001964934278386566,0.009791998309729846,0.0007702284685663121,0.005139237115986901,0.00162677788581201,-0.003077096459401588,0.0017898040698519555,-0.0007162902541067044,0.004542559746763936,0.0226180113234648
feature21,0.011198412998394568,-0.0036545367812821222,-0.02800661083889958,0.002183474535698603,-0.03310986343118712,-0.009058809170677383,-0.04157346723868974,-0.03679863777296163,-0.03201342038994019,0.03758259374730648,0.05152869727552496,-0.0295251239354646,-0.0069338063918691125,-0.0023219164898391443,-0.002473077787802506,-0.0065690773095610925,0.05601320247569711,0.10419227434303063,0.04233438818599374,-0.002473077787802506,1.0,0.02820013783136321,0.03061057146609943,0.03147726981405207,0.03978566656851833,0.026455964570594095,0.03224736769166424,0.03135820313376144,0.03133952263708112,0.06008850440919888,0.04251150386501015,0.05412440537318184,0.04745991726644313,-0.01112060582330433,-0.02026891642571284,-0.004738247272671706,-0.044250205043754966,-0.020624354490469718,0.044488474675681546,0.03976735947172656,-0.04892955395231912,-0.016385857037907077,-0.026331321944244562,-0.023705202281939963,-0.021198045670523188,-0.012481718608079175,-0.06858774719907522,-0.02225306523857462,-0.024506236707767966,-0.011012201750986592,-0.01602337154554122
feature22,0.4708311765644298,0.038919607827602606,0.46004141317378316,0.043241286056130576,-0.04854569258557966,-0.0012140592509386943,-0.13680997111557686,-0.08447922153880426,-0.023039619812665935,0.12101957828187064,0.14113269505602127,-0.07415983540298363,0.0041518527499378064,-0.004203722371335083,0.03418926975672489,0.023746368789751643,0.18786492539052943,0.31984271492771466,0.19124412830338297,0.03418926975672489,0.02820013783136321,1.0,0.8112149338016669,0.7690517236727168,0.9704955080230154,0.6940055179917158,0.5404071709749414,0.516520660311799,0.5163758932419962,0.7273383401842304,0.4951004103291312,0.32436374632201226,0.5400018303268149,-0.0010379836572360606,0.02259739460026014,0.0003933950867419515,-0.014317894671989689,-0.027137467580489346,0.12944605405818324,0.11869494826624508,0.3013823622991614,0.2064507683092493,0.26088143261511476,0.1873517960046712,0.20059214018641672,0.053817011987294064,0.0812637585176857,0.0527392515811588,0.04444561728636298,0.22582288802818692,0.21002604931543667
feature23,0.5529243045501934,0.03655924961121239,0.5571308259592933,0.07653257700581992,0.04968238399073231,0.03819242960446244,-0.0803698804756076,-0.009145320451887597,0.07536330849868066,0.24239845045092476,0.2614451124765607,-0.018341888421601924,0.03347302925903705,0.005038574033331296,0.018155708371319152,0.04516627352149736,0.10655375215289745,0.16760205200964745,0.12651370661068095,0.018155708371319152,0.03061057146609943,0.8112149338016669,1.0,0.9836711442256022,0.7967753583549808,0.5118211396052219,0.6414137202358512,0.6269508210424105,0.6270841470752112,0.5251742403820316,0.27152341277356185,0.40502606692458293,0.7243602216809091,-0.006981612354365932,0.01307468468253176,-0.003943384846605822,-0.02682522734131557,-0.03675031076693668,0.16083198015788888,0.1416532362141103,0.3767762081657396,0.2663366425851316,0.31283797584617357,0.21656440378230393,0.22227291435668617,0.06335317688175614,0.14581349325090773,0.054416426846680015,0.0498775063024554,0.2845361604234468,0.2379476049631309
feature24,0.535186125980555,0.02725468527358087,0.5432853212399325,0.07754642907181152,0.05819008549670879,0.04087638002132019,-0.0718316060132922,-0.00176071110777994,0.08522208509426112,0.24423146802304255,0.2642646848713621,-0.010589738038550666,0.03634287615227674,0.00680427813354526,0.016037822026613517,0.046287210381698266,0.09506337423367452,0.14260254553784826,0.11649968227797339,0.016037822026613517,0.03147726981405207,0.7690517236727168,0.9836711442256022,1.0,0.7827929750527894,0.4713240176090539,0.619999080185732,0.605886776357574,0.6060370896083648,0.5172900754548927,0.24279475137730067,0.3941760976572747,0.7475061980119739,-0.007243219774952069,0.016382094388658598,-0.002026877572128898,-0.02318439328333575,-0.03433783032326285,0.1500450392029341,0.13331489340065858,0.36676650965486435,0.2591148980600222,0.302060439217984,0.21234586222705487,0.21719083741568976,0.06357149080349687,0.14641959978687485,0.05601033022184277,0.05213812559081929,0.2857334412193704,0.23324928786222077
feature25,0.4593042562979686,0.031522752129694014,0.44610349959042034,0.04391145546666587,-0.049189850174175036,-0.004385706703687206,-0.13714694338067365,-0.08612052743141489,-0.020171047699372155,0.12248597309692465,0.14648804365087134,-0.07242807670686441,0.0020404621727547713,-0.003169317258158025,0.036945388472589574,0.023005984252434684,0.18955059340586508,0.315139656620506,0.20430794383798978,0.036945388472589574,0.03978566656851833,0.9704955080230154,0.7967753583549808,0.7827929750527894,1.0,0.6651862867849665,0.5184382004113921,0.5000972471344894,0.4999624790145173,0.7521962137182132,0.4697630580472175,0.31188527772998176,0.5544541816409518,-0.0003775063604383947,0.025905854577732035,0.003922185735528788,-0.011369613955825116,-0.023261104570813262,0.11802970585047345,0.10894877583945511,0.28908015569540135,0.19525746640765726,0.24757094474558775,0.16997929649450694,0.1859757416829946,0.05715345540623271,0.07001065444080258,0.045740630518643535,0.03592264789736141,0.22507384671884323,0.2042825654385363
feature26,0.537901852645615,0.1806041454535867,0.48755589325101956,0.04989333793913315,-0.11611306997108883,-0.009282933064172584,-0.2360148341877956,-0.186832759088689,-0.1244299105637569,0.043460364830655844,0.07484019971904922,-0.12708647242574922,-0.007178299600494182,-0.0103571520237577,0.03591574069445206,0.029542477575037262,0.1917947590546253,0.4252267034887549,0.2173966976911852,0.03591574069445206,0.026455964570594095,0.6940055179917158,0.5118211396052219,0.4713240176090539,0.6651862867849665,1.0,0.7827496260292854,0.7815330612875839,0.7813007439807313,0.5107529869261711,0.6873717366089906,0.4879535890890868,0.3076661660306627,-0.008178519893445332,0.007996857698287795,0.004017589957591146,-0.053812321965349505,-0.03719395418337299,0.3019176814470623,0.21785480263571635,0.4398747385808406,0.25645212191227,0.3841009652471898,0.23193477088517012,0.2569025534656608,0.05322570480982979,-0.015842252889975057,0.06090119747897917,0.04625289918284386,0.15925737490837644,0.18347061567553372
feature27,0.6583465277774961,0.22151053131555412,0.598281013771497,0.09146863712791142,-0.019270304994715187,0.03944570488223924,-0.1896701335356869,-0.12369915281239266,-0.03795532454860971,0.19229615690272303,0.2166785936377176,-0.0780027949712892,0.024167611704169877,-0.003684328830229058,0.016207660508584572,0.0537739408706906,0.10273784042852707,0.21896601451017733,0.1404009205938254,0.016207660508584572,0.03224736769166424,0.5404071709749414,0.6414137202358512,0.619999080185732,0.5184382004113921,0.7827496260292854,1.0,0.9916806645210628,0.9917087255652262,0.33473705672417237,0.41192288749326544,0.6416884360611504,0.42294375548841284,-0.016506602834617617,-0.011320399310741967,-0.007668634727089777,-0.08459412589548265,-0.05478587804293052,0.39172191004746515,0.26464813773758056,0.5747105166282088,0.3426517814712756,0.4728608941765157,0.27471707724240746,0.28926200488078185,0.06161578215079793,0.0353838041459279,0.061760963012729306,0.05150241365878,0.2206538502518906,0.22171964868795815
feature28,0.6616984364814988,0.22578170557714222,0.6007437561337924,0.09234524085981756,-0.022068556182546814,0.0399654024539169,-0.18805532763994728,-0.12266952228926528,-0.03746312846177873,0.18826831328190913,0.21306017592533955,-0.0754364199182009,0.02399766290816166,-0.0030325898357819983,0.01567961507422527,0.05187396737100838,0.10312214627952233,0.2209231104329194,0.1397779590428876,0.01567961507422527,0.03135820313376144,0.516520660311799,0.6269508210424105,0.605886776357574,0.5000972471344894,0.7815330612875839,0.9916806645210628,1.0,0.999962822244174,0.31173093296434007,0.39799372033324026,0.6420500825719914,0.42112101454975076,-0.016323993851978743,-0.010957638652818073,-0.006164403961409406,-0.08369293303128675,-0.05317287947300448,0.3935638193445768,0.2663310902963771,0.5748995829619162,0.34159567234690014,0.4731463699458598,0.27436098469228853,0.28865829368715173,0.06128211575248081,0.032956533207629354,0.0593112689031336,0.049203525473569446,0.21537407877207934,0.21585767574552614
